"발생일시","관할해경서","발생해역","발생유형","발생원인","기상특보","사고선박수","구조인원","부상인원","사망인원","실종인원","사고위치","위도","경도","선종1","톤수1","선종2","톤수2","선종3","톤수3"
"2013-12-08 23:20","동해","영해-EEZ","추진기장애","운항부주의","양호","1","10","0","0","0","독도 동방 26마일","37|13|00","132|25|00","어선","29",,,,
"2013-12-08 22:10","목포","영해-EEZ","충돌","운항부주의","양호","2","24","0","0","0","전남 신안군 홍도 북서방 44해리","34|52|00","124|17|00","화물선","3850","어선","58",,
"2013-12-07 11:15","태안","영해","전복","적재불량","양호","1","2","0","0","0","충남 태안군 안면도 나치도 인근 해상","36|30|48","126|12|40","어선","3.67",,,,
"2013-12-03 14:05","여수","영해","충돌","운항부주의","양호","2","6","3","0","0","여수시 개도 월항리 북동방 0.3해리","34|34|27","127|41|59","어선","1.86","어선","1.83",,
"2013-12-03 08:30","서귀포","EEZ 30마일 이내","추진기장애","정비불량","양호","1","2","0","0","0","이어도 남서방 2해리(32-06.03N, 125-09.62E)","32|06|03","126|09|62","요트","21",,,,
"2013-12-03 00:30","목포","협수로","좌초","운항부주의","양호","1","0","0","0","0","전남 신안군 장산면 고사도 동방 2.6해리","34|33|77","126|12|00","예부선","4003",,,,
"2013-12-02 21:05","통영","영해","좌초","운항부주의","양호","1","11","0","0","0","거제시 저도 인근 사근서 인근 해상","35|01|90","128|44|15","어선","139",,,,
"2013-12-01 22:12","제주","영해","좌초","운항부주의","황천5급","1","7","0","0","0","신창 남서방 약 0.5해리","33|21|30","126|10|50","어선","39",,,,
"2013-12-01 14:00","평택","항계내","기관고장","정비불량","양호","1","3","0","0","0","경기 화성시 서신면 우정읍 국화도 남방 해역","37|06|45","126|32|18","고무보트","0",,,,
"2013-11-30 06:20","동해","영해","기관고장","기타","양호","1","2","0","0","0","울릉도 북면 관음도 동방 0.5마일 해상","37|32|00","130|55|00","어선","9.77",,,,
"2013-11-29 23:00","목포","영해","전복","기타","양호","1","4","0","1","0","전남 영광군 낙월면 안마도 동방 1.2해리","35|21|00","126|03|85","예부선","2909",,,,
"2013-11-29 19:00","태안","영해-EEZ","타기고장","관리소홀","양호","1","8","0","0","0","충남 태안군 격비도 남동방 4.5해리","36|32|00","125|35|00","어선","24",,,,
"2013-11-28 21:40","여수","협수로","좌주","운항부주의","양호","1","3","0","0","0","하동군 금성면 갈사리 매립지 남서방 약 1.2해리","34|55|16","127|47|53","예부선","110",,,,
"2013-11-28 17:30","제주","영해","좌초","운항부주의","양호","1","1","0","0","0","제주 추자면소재 추포도 서방 약 20미터 (33-59-21N, 126-18-59E)","33|59|21","126|18|59","어선","3.23",,,,
"2013-11-27 23:45","목포","영해","화재","정비불량","풍랑경보","1","16","0","0","0","전남 신안군 흑산면 북방 16해리","34|57|3","125|33|9","화물선","2948",,,,
"2013-11-27 05:00","군산","항계내","좌초","운항부주의","양호","1","8","0","0","0","군산 비응도 항 입구","35|56|00","126|31|00","어선","21",,,,
"2013-11-26 15:28","평택","협수로","기타","운항부주의","양호","2","18","0","0","0","경기 화성시 우정읍 입파도 묘박지","37|09|00","126|31|00","예부선","4931","화물선","2792",,
"2013-11-25 10:30","속초","항계내","침수","기상악화","풍랑주의보","1","0","0","0","0","거진항 어촌계 앞 부두","38|26|46","128|27|42","어선","5.98",,,,
"2013-11-25 09:40","속초","항계내","침수","기상악화","풍랑주의보","1","0","0","0","0","거진항 어촌계 앞 부두","38|26|46","128|27|42","어선","2.99",,,,
"2013-11-25 08:33","태안","항계내","좌주","관리소홀","풍랑주의보","1","1","0","0","0","충남 보령시 오천면 남포방조제 인근 해상","36|17|00","126|31|00","기타","977",,,,
"2013-11-25 06:58","태안","항계내","기타","관리소홀","풍랑주의보","1","1","0","0","0","충남 서산시 부석면 천수만 내 창리포구","36|37|1","126|22|3","예부선","67",,,,
"2013-11-25 04:30","동해","영해","좌초","기상악화","태풍경보","1","2","0","0","0","울릉 사동3리 신항만 외항","37|27|00","130|52|00","기타","1189",,,,
"2013-11-25 03:55","울산","영해","좌초","기상악화","풍랑주의보","1","11","0","0","0","방어진 상진항 남서방 0.2마일해상","35|28|00","129|25|00","화물선","2302",,,,
"2013-11-25 03:30","평택","협수로","좌초","기상악화","황천5급","1","6","0","0","0","인천 옹진군 덕적면 백아리 지도 서방","37|04|00","126|00|00","어선","14",,,,
"2013-11-25 02:30","울산","영해","좌초","기상악화","풍랑주의보","1","18","0","0","0","화암추 동방 1.2마일해상","35|28|07","129|26|04","화물선","7675",,,,
"2013-11-25 02:30","부산","항계내","좌초","운항부주의","풍랑주의보","1","7","0","0","0","부산 남외항 중리해안가 및 태종대 일원","35|03|02","129|04|55","예부선","192",,,,
"2013-11-25 01:47","울산","영해","좌초","기상악화","풍랑주의보","1","17","0","0","0","방어진 화암추 남방 앞 0.5마일 해상","35|28|79","129|25|23","화물선","4675",,,,
"2013-11-24 19:40","평택","항계내","표류","기상악화","풍랑주의보","1","0","0","0","0","경기 안산시 대부남동 행랑곡 선착장","37|12|36","126|34|27","어선","4.99",,,,
"2013-11-24 14:39","목포","영해-EEZ","전복","기상악화","황천5급","1","10","0","0","0","전남 신안군 가거도 북서 8.4해리","34|07|36","124|57|80","어선","9.77",,,,
"2013-11-24 09:30","태안","영해","좌초","운항부주의","양호","1","22","0","0","0","충남 보령시 오천면 외연도 인근 해상","36|14|00","125|57|00","낚시어선","9.77",,,,
"2013-11-24 02:00","서귀포","영해-EEZ","기관고장","정비불량","양호","1","6","0","0","0","서귀 남방 23해리(32-50N, 126-31E)","32|50|00","126|31|00","어선","9.77",,,,
"2013-11-23 08:03","군산","영해","추진기장애","운항부주의","양호","1","21","0","0","0","전북 군산시 연도 남방 2해리","36|03|00","126|25|00","낚시어선","9.77",,,,
"2013-11-22 17:20","평택","협수로","기관고장","정비불량","양호","1","4","0","0","0","경기 안산시 단원구 풍도 남서방 0.5해리 해상","37|06|14","126|22|46","기타","5.84",,,,
"2013-11-22 16:00","완도","영해","기관고장","정비불량","양호","1","17","0","0","0","완도군 여서도 북서방 3해리(Fix 34-01N, 126-52E 해점)","34|01|00","126|52|00","낚시어선","9.77",,,,
"2013-11-22 11:40","목포","협수로","타기고장","운항부주의","양호","1","17","0","0","0","전남 진도군 조도면 양덕도 북방 0.2해리","34|30|85","126|05|20","여객선","75",,,,
"2013-11-22 11:10","통영","영해","침수","정비불량","양호","1","2","0","0","0","통영시 국도 남동방 4.2마일 해상","34|31|30","128|32|00","어선","4.95",,,,
"2013-11-18 18:00","통영","영해","기관고장","정비불량","양호","1","4","0","0","0","통영시 연화도 서방 약 10m해상","34|39|13","128|20|61","어선","8.56",,,,
"2013-11-18 16:10","평택","항계내","침수","관리소홀","풍랑주의보","1","0","0","0","0","경기 화성시 서신면 궁평리 화성방조제","37|03|35","126|45|00","어선","5.59",,,,
"2013-11-18 05:00","포항","영해","표류","기타","풍랑주의보","1","9","0","0","0","축산 동방 27마일","36|34|00","130|00|00","어선","69",,,,
"2013-11-17 11:55","포항","영해","기관고장","정비불량","양호","1","2","0","0","0","화진 동방 2마일","36|14|53","129|25|00","요트","3.5",,,,
"2013-11-17 10:51","속초","영해","전복","기타","양호","1","1","0","1","0","저진 동방 500m","38|33|32","128|25|82","어선","0.98",,,,
"2013-11-16 13:00","제주","영해-EEZ","타기고장","정비불량","황천5급","1","12","0","0","0","제주 비양도 북서방 38해리(33-35N, 125-29E)","33|35|00","125|29|00","어선","24",,,,
"2013-11-15 17:00","제주","영해","기관고장","정비불량","양호","1","6","0","0","0","추자도 남동방 약 5해리","33|52|00","126|22|00","어선","75",,,,
"2013-11-15 10:57","포항","영해","좌초","운항부주의","양호","1","12","0","0","0","후포항 북방파제","36|40|20","129|27|20","어선","44",,,,
"2013-11-15 10:35","통영","영해","좌주","운항부주의","양호","1","1","0","0","0","통영시 용남면 해간도 연육교 부근 해상","34|51|39","128|28|05","요트","4.5",,,,
"2013-11-15 04:00","포항","영해","기관고장","정비불량","양호","1","5","0","0","0","호미곶 북동방 3마일","37|07|00","129|36|00","요트","7.3",,,,
"2013-11-14 11:47","속초","영해-EEZ","기관고장","기타","양호","1","10","0","0","0","아야진 동방 54해리","38|14|00","129|44|00","어선","29",,,,
"2013-11-14 06:25","속초","영해","표류","기타","양호","1","1","0","0","0","봉포 동방 약 0.5마일 해상","38|15|04","128|34|57","어선","2.26",,,,
"2013-11-13 09:00","태안","영해","충돌","운항부주의","양호","2","12","2","0","0","충남 보령시 오천면 월도 북방 1마일","36|25|71","126|27|82","낚시어선","7.93","모터보트","0.5",,
"2013-11-13 06:00","목포","영해","추진기장애","운항부주의","양호","1","1","0","0","0","전남 진도군 진도면 맹골도 방파제 끝단 앞 약 3m해상","34|13|2","125|51|10","낚시어선","9.77",,,,
"2013-11-11 19:15","목포","영해","추진기장애","운항부주의","황천4급","1","8","0","0","0","전남 신안군 흑산면 가거도 남동 6해리","33|58|60","125|13|30","어선","9.77",,,,
"2013-11-11 18:04","여수","영해","침수","기타","황천5급","1","1","0","0","0","소평도 동방 1.2마일","34|15|46","127|28|79","요트","6.58",,,,
"2013-11-11 09:43","목포","협수로","좌주","운항부주의","양호","1","95","0","0","0","전남 신안군 장산도 축강선착장 300야드 앞 해상","34|37|43","126|11|12","여객선","181",,,,
"2013-11-10 06:00","인천","항계내","좌주","기상악화","풍랑주의보","1","6","0","0","0","인천 옹진군 굴업도 북단 외항","37|12|00","125|59|00","어선","19",,,,
"2013-11-10 03:40","포항","영해","충돌","운항부주의","풍랑주의보","2","16","0","0","0","호미곶 동방 19해리","36|02|00","129|58|00","어선","69","어선","94",,
"2013-11-09 12:40","부산","항계내","추진기장애","정비불량","양호","1","1","0","0","0","부산 영도구 대평동 물량장 도선계류장","35|05|25","129|02|16","예부선","332",,,,
"2013-11-09 06:25","포항","항계내","충돌","운항부주의","양호","2","22","0","0","0","영일만항 북방파제 북동 3.6마일","36|08|00","129|31|07","화물선","9989","어선","29",,
"2013-11-09 06:01","창원","항계내","충돌","운항부주의","양호","2","16","0","0","0","마산항 마창대교 북서방 0.13마일","35|09|92","128|35|60","예부선","299","어선","211",,
"2013-11-08 00:50","군산","영해","침수","정비불량","양호","1","2","0","0","0","전북 군산시 옥도면 말도리 횡경도 북방 2.3해리","35|53|56","126|24|56","예부선","919",,,,
"2013-11-07 14:37","동해","영해-EEZ","침수","기상악화","황천4급","1","9","0","0","1","독도 북서 15마일","37|28|20","131|42|50","어선","98",,,,
"2013-11-06 19:04","통영","영해","충돌","운항부주의","양호","1","1","0","0","0","통영시 사량면 돈지리 농개도 동방 약 20m해상","34|50|30","128|09|63","어선","2.51",,,,
"2013-11-05 17:00","동해","영해-EEZ","추진기장애","기타","양호","1","7","0","0","0","독도 북동 162마일","39|30|00","133|45|00","어선","9.77",,,,
"2013-11-05 01:15","속초","영해-EEZ","기관고장","기타","양호","1","10","0","0","0","주문진 남애리 동방 32마일","37|56|00","129|29|00","어선","29",,,,
"2013-11-04 05:45","동해","영해-EEZ","충돌","운항부주의","양호","2","7","0","0","1","동해 대진 동방 4.8마일","37|35|00","129|13|00","어선","9.77","어선","3.76",,
"2013-11-04 01:15","인천","영해","전복","적재불량","양호","1","2","0","0","0","인천 옹진군 덕적도 서방 약 10해리 해상","37|16|00","125|48|00","어선","21",,,,
"2013-11-03 21:00","평택","협수로","충돌","운항부주의","양호","2","7","0","0","0","인천 옹진군 덕적면 울도 남방 1해리","37|00|29","125|59|55","어선","24","어선","7.93",,
"2013-11-03 09:05","태안","영해","표류","연료고갈","양호","1","4","0","0","0","충남 태안군 안면읍 내파수도 인근 해상","36|27|15","126|17|59","모터보트","0.94",,,,
"2013-11-02 14:35","포항","영해","충돌","운항부주의","양호","2","28","0","0","0","축산 북동 7해리","36|32|00","129|34|00","화물선","22000","어선","29",,
"2013-11-02 09:47","태안","영해","침수","정비불량","양호","1","2","0","0","0","충남 태안군 가의도리 목개도 인근 해상","36|38|27","126|7|43","어선","5.51",,,,
"2013-11-02 08:45","태안","항계내","표류","관리소홀","양호","1","2","0","0","0","충남 보령시 신흑동 대천해수욕장 인근 해상","36|19|51","126|30|35","모터보트","1.02",,,,
"2013-11-02 07:15","동해","항계내","충돌","운항부주의","양호","2","1","0","0","0","동해항 북방파제 북동 1.6마일 해상","37|31|10","129|10|13","화물선","40562","어선","21",,
"2013-11-02 06:57","여수","영해","충돌","운항부주의","양호","2","16","0","0","0","여수시 거문도 남동방 약 9마일","33|55|00","127|28|00","어선","9.77","어선","454",,
"2013-11-02 01:10","목포","협수로","침수","정비불량","양호","1","10","0","0","0","전남 신안군 신의면 고사도 동방 0.7해리","34|33|10","126|10|20","어선","9.77",,,,
"2013-11-01 16:18","포항","영해","침수","관리소홀","양호","1","2","0","0","0","구계 동방 7마일","36|15|00","129|32|00","어선","6.32",,,,
"2013-10-31 16:08","태안","항계내","화재","기타","양호","1","0","0","0","0","충남 태안군 안면읍 창기리 광신조선소","36|28|13","126|20|31","어선","38",,,,
"2013-10-31 06:20","인천","항계내","화재","관리소홀","양호","1","3","0","0","0","인천 중구 영종대교 남단 1.5해리 해상","37|30|00","126|35|00","어선","7.93",,,,
"2013-10-30 06:57","통영","영해","타기고장","정비불량","양호","1","5","0","0","0","통영시 욕지도 남방 36해리 해상","34|01|00","128|15|00","어선","12",,,,
"2013-10-29 13:58","울산","영해-EEZ","표류","기타","양호","1","8","0","0","0","간절곶 동방 24해리","35|16|00","129|50|00","어선","62",,,,
"2013-10-28 06:16","포항","영해","충돌","운항부주의","양호","2","14","1","0","0","경주시 읍천 북동 3해리","35|43|13","129|31|16","어선","9.16","어선","9.77",,
"2013-10-28 04:00","서귀포","영해","좌초","운항부주의","양호","1","8","0","0","0","마라도 남동방 1.6해리(33-06.77N 126-16.34E)","33|06|77","126|16|34","어선","89.06",,,,
"2013-10-27 10:45","태안","영해","기관고장","기타","양호","1","4","0","0","0","충남 보령시 오천면 원산도 인근 해상","36|23|17","126|25|54","모터보트","0.4",,,,
"2013-10-26 09:15","태안","영해","표류","기타","황천5급","1","4","0","0","0","충남 보령시 천북면 학성리 밤섬 인근 해상","36|25|46","126|28|44","고무보트","2",,,,
"2013-10-26 04:30","서귀포","영해","좌초","운항부주의","양호","1","2","1","0","0","서귀포시 위미리 지귀도 등대 앞 해상(33.13.48N 126-39.39E)","33|13|48","126|39|39","어선","3.03",,,,
"2013-10-25 16:06","태안","영해","표류","기상악화","양호","1","9","0","0","0","충남 보령시 오천면 보령화력발전소 앞 해상","36|24|39","126|29|42","모터보트","0.96",,,,
"2013-10-25 10:50","포항","영해","기관고장","정비불량","풍랑주의보","1","8","0","0","0","구룡포 석병 동방 1.9해리","36|00|00","129|37|00","화물선","1435",,,,
"2013-10-21 14:50","목포","협수로","침수","정비불량","양호","1","1","0","0","0","전남 신안군 불무기도 동방 1.7해리","34|45|46","126|15|52","어선","4.99",,,,
"2013-10-21 11:10","부산","영해","충돌","운항부주의","양호","2","2","0","0","0","부산 사하구 다대조선소 앞 10m 해상","00|00|00","000|00|00","기타","9.16","어선","4.24",,
"2013-10-21 10:11","태안","영해","기타","연료고갈","양호","1","7","0","0","0","충남 보령시 천북면 회덕항 서방 1해리 해상","36|26|18","126|31|1","모터보트","0.6",,,,
"2013-10-20 19:15","통영","영해","충돌","운항부주의","양호","2","18","3","0","0","통영시 용남면 해간도 부근해상","34|51|00","128|28|00","어선","84","유조선","141",,
"2013-10-20 13:15","군산","영해","기관고장","정비불량","양호","1","3","0","0","0","충남 서천군 홍원항 광암등대 인근 해상","36|09|00","126|29|00","고무보트","0.5",,,,
"2013-10-20 12:55","태안","영해","기관고장","기타","양호","1","2","0","0","0","충남 보령시 신흑동 보령화력발전소 앞 해상","36|11|50","126|22|30","어선","1.43",,,,
"2013-10-19 14:48","태안","영해","표류","정비불량","양호","1","5","0","0","0","충남 태안군 남면 거아도 인근 해상","36|35|42","126|14|50","고무보트","0.1",,,,
"2013-10-19 11:00","여수","항계내","화재","화기취급부주의","양호","1","0","0","0","0","여수 엑스포 내 여객선 터미널","34|45|09","127|45|02","여객선","100",,,,
"2013-10-18 15:59","완도","영해","침수","운항부주의","양호","1","1","0","0","0","완도읍 신지면 가인리 앞 해상(34-17.815N,126-51.932E)","34|17|00","126|51|00","어선","4.16",,,,
"2013-10-18 15:50","서귀포","공해","기관고장","정비불량","양호","1","9","0","0","0","서귀 남서 215해리(29-45N 125-25E)","29|45|00","125|25|00","어선","29",,,,
"2013-10-18 05:30","목포","영해","충돌","운항부주의","양호","2","20","0","0","0","전남 신안군 칠발도 북방 1.5해리 해상","34|48|80","125|47|46","어선","9.77","화물선","4205",,
"2013-10-18 02:17","통영","영해","충돌","운항부주의","양호","2","18","1","0","0","남해군 남해도 남동방 약 3.5해리 해상","34|41|00","128|07|00","어선","47","화물선","2742",,
"2013-10-17 06:06","인천","영해","침수","운항부주의","양호","1","2","0","0","0","인천 중구 무의도 북동방 4해리 해상","37|24|34","126|29|35","어선","4.55",,,,
"2013-10-15 15:55","제주","EEZ 30마일 이내","기관고장","정비불량","풍랑경보","2","11","0","0","0","이어도 서방 22해리(32-05.14N 124-44.9E)","32|05|14","124|44|09","유조선","499","예부선","79",,
"2013-10-15 13:46","포항","항계내","기타","기상악화","풍랑경보","1","8","0","9","2","영일만항 북방파제 끝단","36|06|41","129|28|16","화물선","8461",,,,
"2013-10-13 20:55","여수","영해","화재","관리소홀","양호","2","0","0","0","0","여수시 남면 화태도 마족선착장","34|35|09","127|44|15","어선","2.99","어선","2.49",,
"2013-10-13 04:45","통영","영해","충돌","운항부주의","양호","2","37","0","0","0","통영시 매물도 남동방 4.5마일 해상","34|35|11","128|39|24","낚시어선","9.77","화물선","15707",,
"2013-10-13 01:00","목포","영해","충돌","운항부주의","양호","2","26","0","0","0","전남 진도군 조도면 병풍도 남서 12해리","34|00|00","125|45|00","어선","47","어선","150",,
"2013-10-12 22:00","통영","영해","충돌","운항부주의","양호","2","7","5","0","0","통영시 산양읍 연대도 북동 0.2마일 해상","34|44|50","128|23|94","어선","3.95","모터보트","2.5",,
"2013-10-12 14:45","동해","영해-EEZ","기관고장","기타","양호","1","7","0","0","0","동해 묵호 어달 북동방 0.5마일 해상","37|57|45","129|12|32","모터보트","3",,,,
"2013-10-12 05:40","태안","영해","충돌","운항부주의","양호","2","13","1","0","0","충남 보령시 보령화력발전소 인근 해상","36|22|25","126|29|33","낚시어선","4.82","고무보트","0",,
"2013-10-11 09:31","태안","항계내","추진기장애","기타","양호","1","5","0","0","0","충남 보령시 천북면 장온리 항 서방 500m 해상","36|23|4","126|28|5","모터보트","0.5",,,,
"2013-10-11 08:24","부산","항계내","침수","관리소홀","양호","1","1","0","0","0","부산 남외항 N-1묘지","35|04|40","129|02|20","기타","22",,,,
"2013-10-10 19:35","창원","영해","충돌","운항부주의","양호","2","5","0","0","0","창원시 진해구 죽곡 앞 해상","35|05|57","128|42|39","예부선","94","어선","0.86",,
"2013-10-10 08:55","평택","항계내","기타","관리소홀","양호","1","0","0","0","0","경기 안산시 단원구 선감동 탄도항","37|08|17","126|40|12","모터보트","1.5",,,,
"2013-10-09 17:10","목포","협수로","기타","연료고갈","양호","1","2","0","0","0","전남 신안군 안좌면 담박도 인근 해상","34|42|44","126|03|78","어선","2.95",,,,
"2013-10-09 11:10","군산","영해","기관고장","정비불량","양호","1","16","0","0","0","충남 서천군 홍원항 서방 5마일","36|08|00","126|24|00","낚시어선","9.77",,,,
"2013-10-09 11:00","군산","영해","전복","운항부주의","양호","1","2","0","0","0","전북 고창군 심원면 미여도 남방 50m 해상","35|33|00","126|27|00","기타","0.2",,,,
"2013-10-09 09:08","태안","영해","충돌","운항부주의","양호","2","16","0","0","0","충남 태안군 근흥면 신진항 남서방 11해리","36|34|00","124|57|00","어선","59","어선","7.93",,
"2013-10-09 07:00","창원","항계내","좌주","기타","태풍주의보","1","0","0","0","0","창원시 진해구 육군탄약창 인근부두 해상","35|06|46","128|41|41","기타","29",,,,
"2013-10-08 13:20","부산","항계내","기타","운항부주의","태풍주의보","1","4","0","0","0","부산 감천 구평동 부광조선소 상가대 레일","00|00|00","000|00|00","예부선","322",,,,
"2013-10-08 11:50","목포","협수로","좌주","운항부주의","양호","1","10","0","0","0","전남 신안군 임자도 남동방 7.5해리","34|58|00","125|25|00","어선","130",,,,
"2013-10-08 05:02","부산","항계내","화재","기타","양호","1","1","0","0","0","부산 북항 5부두 계류선박 명진호 선내","00|00|00","000|00|00","어선","130.97",,,,
"2013-10-07 21:57","태안","영해","침수","기타","양호","1","0","0","0","0","충남 태안군 소원면 모항항 서방 2.4해리","36|46|47","126|04|46","예부선","2919",,,,
"2013-10-07 19:12","태안","영해","화재","기타","양호","1","3","0","0","0","충남 태안군 근흥면 신진항 북서방 15.5해리","36|50|00","125|52|00","어선","38",,,,
"2013-10-07 15:44","태안","영해","표류","기타","양호","1","0","0","0","0","충남 보령시 외연도 북서방 2.7해리","36|16|00","126|07|00","어선","1.66",,,,
"2013-10-07 14:55","군산","영해","추진기장애","운항부주의","양호","1","6","0","0","0","전남 영광군 안마도 북서 31해리","35|33|30","125|25|12","어선","21",,,,
"2013-10-07 07:58","포항","영해","전복","기상악화","양호","1","2","0","0","0","울진군 후포면 기성리 앞 1마일 해상","36|44|30","129|30|55","어선","3",,,,
"2013-10-06 13:32","인천","항계내","기관고장","정비불량","양호","1","5","0","0","0","인천 영종도 노랑섬 인근 해상","37|31|00","126|29|10","어선","1.41",,,,
"2013-10-06 09:15","태안","영해","추진기장애","기타","양호","1","13","0","0","0","충남 보령시 오천면 원산도 저두 북방 0.5해리","36|21|99","126|27|15","낚시어선","5.03",,,,
