발생일시,월별,시간대별,관할해경서,발생해역,위도,경도,기상상태,발생원인,발생유형,사고선박수,발생인원,구조,부상,사망,실종,선 종,톤수,,,,,,,,,,,,,,,,,,,,
2021-12-24 07:15,12,07,완도,항계 내,34 | 25 | 24,126 | 53 | 56,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,1.64,,,,,,,,,,,,,,,,,,,,
2021-12-24 01:10,12,01,제주,영해-EEZ,33 | 21 | 0,126 | 49 | 59,양호,안전부주의,작업 중 인명사상,1,2,1,1,1,0,어선,290,,,,,,,,,,,,,,,,,,,,
2021-12-23 20:56,12,20,여수,영해,34 | 39 | 2,127 | 56 | 30,양호,정비불량,기관손상,1,3,3,0,0,0,기타,23,,,,,,,,,,,,,,,,,,,,
2021-12-23 16:15,12,16,부산,항계 내,35 | 5 | 48,129 | 4 | 49,양호,원인미상,기관손상,1,3,3,0,0,0,예부선,80,,,,,,,,,,,,,,,,,,,,
2021-12-23 15:34,12,15,목포,항계 내,34 | 54 | 27,126 | 11 | 7,양호,정비불량,기관손상,1,7,7,0,0,0,어선,13,,,,,,,,,,,,,,,,,,,,
2021-12-23 13:59,12,13,울산,영해,35 | 37 | 26,129 | 31 | 51,양호,운항부주의,충돌,1,9,9,0,0,0,화물선,1570,,,,,,,,,,,,,,,,,,,,
2021-12-23 13:59,12,13,울산,영해,35 | 37 | 26,129 | 31 | 51,양호,운항부주의,충돌,1,4,4,0,0,0,어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-23 13:00,12,13,울산,영해,35 | 21 | 24,129 | 21 | 47,양호,운항부주의,부유물감김,1,2,2,0,0,0,모터보트,4.07,,,,,,,,,,,,,,,,,,,,
2021-12-23 12:50,12,12,서귀포,영해-EEZ,32 | 25 | 0,126 | 1 | 59,양호,안전부주의,충돌,1,11,11,0,0,0,어선,31,,,,,,,,,,,,,,,,,,,,
2021-12-23 10:27,12,10,태안,영해,36 | 38 | 26,125 | 50 | 33,양호,정비불량,기관손상,1,2,2,0,0,0,어선,3,,,,,,,,,,,,,,,,,,,,
2021-12-23 08:29,12,08,목포,항계 내,35 | 4 | 22,126 | 8 | 33,양호,운항부주의,부유물감김,1,1,1,0,0,0,관공선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-23 08:15,12,08,울진,영해,37 | 3 | 0,129 | 25 | 59,양호,관리소홀,화재,1,1,1,0,0,0,어선,3.27,,,,,,,,,,,,,,,,,,,,
2021-12-23 06:41,12,06,목포,항계 내,34 | 11 | 53,126 | 6 | 26,양호,정비불량,기관손상,1,12,12,0,0,0,화물선,1997,,,,,,,,,,,,,,,,,,,,
2021-12-22 12:25,12,12,포항,영해,35 | 54 | 47,129 | 41 | 51,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-22 11:55,12,11,통영,협수로,34 | 55 | 36,128 | 2 | 2,양호,기타 ,표류,1,1,1,0,0,0,어선,2.41,,,,,,,,,,,,,,,,,,,,
2021-12-22 10:30,12,10,동해,영해,37 | 46 | 6,128 | 57 | 36,양호,관리소홀,기관손상,1,1,1,0,0,0,모터보트,0.5,,,,,,,,,,,,,,,,,,,,
2021-12-22 08:55,12,08,울진,영해,36 | 45 | 19,129 | 30 | 15,황천6급,정비불량,기관손상,1,3,3,0,0,0,어선,7.93,,,,,,,,,,,,,,,,,,,,
2021-12-22 05:58,12,05,통영,항계 내,34 | 53 | 59,128 | 6 | 18,양호,운항부주의,접촉,1,8,8,0,0,0,어선,84,,,,,,,,,,,,,,,,,,,,
2021-12-21 22:25,12,22,서귀포,영해,33 | 31 | 0,126 | 55 | 0,양호,정비불량,기관손상,1,4,4,0,0,0,어선,6.67,,,,,,,,,,,,,,,,,,,,
2021-12-21 18:30,12,18,태안,항계 내,34 | 46 | 42,126 | 7 | 32,양호,정비불량,기관손상,1,6,6,0,0,0,어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-21 16:54,12,16,여수,영해,34 | 33 | 37,128 | 0 | 32,양호,정비불량,기관손상,1,2,2,0,0,0,예부선,71,,,,,,,,,,,,,,,,,,,,
2021-12-21 16:05,12,16,목포,항계 내,34 | 42 | 46,126 | 21 | 19,양호,정비불량,기관손상,1,2,2,0,0,0,고무보트,0,,,,,,,,,,,,,,,,,,,,
2021-12-21 15:34,12,15,제주,영해,33 | 34 | 60,126 | 30 | 0,양호,정비불량,추진기손상,1,3,3,0,0,0,어선,4.7,,,,,,,,,,,,,,,,,,,,
2021-12-21 15:08,12,15,포항,항계 내,36 | 1 | 45,129 | 27 | 42,양호,운항부주의,충돌,1,2,2,0,0,0,어선,3,,,,,,,,,,,,,,,,,,,,
2021-12-21 12:10,12,12,부산,항계 내,35 | 10 | 9,129 | 11 | 54,양호,운항부주의,추진기손상,1,2,2,0,0,0,모터보트,2.9,,,,,,,,,,,,,,,,,,,,
2021-12-21 10:04,12,10,서귀포,영해,33 | 13 | 18,126 | 31 | 1,양호,배터리 방전,추진기손상,1,2,2,0,0,0,모터보트,0.59,,,,,,,,,,,,,,,,,,,,
2021-12-21 09:06,12,09,통영,협수로,34 | 49 | 21,128 | 29 | 37,양호,정비불량,기관손상,1,1,1,0,0,0,모터보트,0.34,,,,,,,,,,,,,,,,,,,,
2021-12-21 06:47,12,06,제주,영해,33 | 51 | 3,126 | 18 | 53,양호,정비불량,기관손상,1,1,1,0,0,0,어선,5.49,,,,,,,,,,,,,,,,,,,,
2021-12-21 06:19,12,06,평택,영해,37 | 4 | 9,125 | 59 | 53,양호,운항부주의,부유물감김,1,7,7,0,0,0,어선,13,,,,,,,,,,,,,,,,,,,,
2021-12-21 00:20,12,00,동해,항계 내,37 | 28 | 58,129 | 9 | 21,양호,관리소홀,화재,1,0,0,0,0,0,예부선,391,,,,,,,,,,,,,,,,,,,,
2021-12-20 23:04,12,23,서귀포,영해,33 | 28 | 0,127 | 4 | 60,양호,운항부주의,충돌,1,3,3,0,0,0,어선,6.58,,,,,,,,,,,,,,,,,,,,
2021-12-20 23:04,12,23,서귀포,영해,33 | 28 | 0,127 | 4 | 60,양호,운항부주의,충돌,1,7,7,0,0,0,어선,40,,,,,,,,,,,,,,,,,,,,
2021-12-20 14:41,12,14,창원,영해,35 | 0 | 36,128 | 37 | 6,양호,연료고갈,운항저해,1,2,2,0,0,0,어선,4.85,,,,,,,,,,,,,,,,,,,,
2021-12-20 14:40,12,14,제주,영해,33 | 31 | 60,126 | 28 | 0,양호,정비불량,기관손상,1,1,1,0,0,0,어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-20 14:06,12,14,제주,영해,33 | 33 | 22,126 | 59 | 42,양호,운항부주의,부유물감김,1,3,3,0,0,0,어선,20,,,,,,,,,,,,,,,,,,,,
2021-12-20 13:13,12,13,부산,항계 내,34 | 55 | 36,128 | 57 | 11,양호,정비불량,기관손상,1,1,1,0,0,0,어선,1.88,,,,,,,,,,,,,,,,,,,,
2021-12-20 11:45,12,11,통영,협수로,34 | 49 | 17,128 | 19 | 57,양호,정비불량,기관손상,1,1,1,0,0,0,모터보트,0.8,,,,,,,,,,,,,,,,,,,,
2021-12-19 21:36,12,21,여수,항계 내,34 | 43 | 57,127 | 44 | 12,양호,운항부주의,좌초/좌주,1,3,3,0,0,0,예부선,74,,,,,,,,,,,,,,,,,,,,
2021-12-19 11:55,12,11,여수,영해,34 | 34 | 50,127 | 43 | 45,양호,관리소홀,전복,1,0,0,0,0,0,모터보트,1,,,,,,,,,,,,,,,,,,,,
2021-12-19 09:28,12,09,목포,항계 내,34 | 47 | 7,126 | 24 | 32,양호,관리소홀,침몰,1,0,0,0,0,0,어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-19 07:40,12,07,서귀포,항계 내,33 | 16 | 14,126 | 39 | 42,양호,원인미상,침수,1,0,0,0,0,0,모터보트,19,,,,,,,,,,,,,,,,,,,,
2021-12-18 12:23,12,12,제주,항계 내,33 | 31 | 30,126 | 33 | 58,양호,원인미상,침수,1,0,0,0,0,0,관공선,2.62,,,,,,,,,,,,,,,,,,,,
2021-12-17 13:28,12,13,부산,항계 내,35 | 7 | 18,129 | 3 | 6,양호,관리소홀,표류,1,0,0,0,0,0,예부선,0,,,,,,,,,,,,,,,,,,,,
2021-12-17 11:25,12,11,창원,항계 내,35 | 11 | 7,128 | 34 | 59,풍랑주의보,관리소홀,표류,1,0,0,0,0,0,예부선,456,,,,,,,,,,,,,,,,,,,,
2021-12-17 10:36,12,10,창원,영해,35 | 4 | 11,128 | 41 | 14,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,1.84,,,,,,,,,,,,,,,,,,,,
2021-12-17 00:39,12,00,포항,영해,36 | 1 | 41,129 | 37 | 27,양호,정비불량,추진기손상,1,12,12,0,0,0,화물선,1941,,,,,,,,,,,,,,,,,,,,
2021-12-16 09:53,12,09,통영,영해,34 | 32 | 15,128 | 35 | 6,양호,정비불량,기관손상,1,2,2,0,0,0,어선,4.95,,,,,,,,,,,,,,,,,,,,
2021-12-16 07:52,12,07,군산,영해,35 | 58 | 45,126 | 7 | 41,양호,운항부주의,부유물감김,1,22,22,0,0,0,낚시어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-16 05:19,12,05,인천,영해-EEZ,37 | 15 | 42,125 | 28 | 36,양호,재질불량,작업 중 인명사상,1,1,1,1,0,0,어선,69,,,,,,,,,,,,,,,,,,,,
2021-12-16 03:31,12,03,통영,영해,34 | 41 | 8,128 | 7 | 21,양호,안전부주의,실종(인명),1,1,0,0,0,1,어선,3.27,,,,,,,,,,,,,,,,,,,,
2021-12-15 18:19,12,18,목포,항계 내,34 | 59 | 43,126 | 1 | 10,양호,관리소홀,기관손상,1,22,22,0,0,0,낚시어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-15 17:04,12,17,울산,영해,35 | 19 | 50,129 | 24 | 6,양호,연료고갈,운항저해,1,1,1,0,0,0,어선,4,,,,,,,,,,,,,,,,,,,,
2021-12-15 11:08,12,11,군산,영해,36 | 1 | 19,126 | 28 | 39,양호,정비불량,기관손상,1,4,4,0,0,0,예부선,293,,,,,,,,,,,,,,,,,,,,
2021-12-15 09:27,12,09,여수,영해,34 | 33 | 54,127 | 45 | 31,양호,정비불량,추진기손상,1,1,1,0,0,0,모터보트,1.11,,,,,,,,,,,,,,,,,,,,
2021-12-15 08:53,12,08,여수,영해,34 | 28 | 54,127 | 27 | 47,양호,운항부주의,좌초/좌주,1,3,3,0,0,0,어선,7.31,,,,,,,,,,,,,,,,,,,,
2021-12-15 08:16,12,08,목포,영해,34 | 47 | 21,125 | 49 | 48,양호,정비불량,기관손상,1,12,12,0,0,0,유조선,1598,,,,,,,,,,,,,,,,,,,,
2021-12-14 23:22,12,23,동해,영해-EEZ,37 | 37 | 5,131 | 57 | 48,양호,정비불량,기관손상,1,10,10,0,0,0,어선,29,,,,,,,,,,,,,,,,,,,,
2021-12-14 20:05,12,20,속초,영해-EEZ,38 | 12 | 0,129 | 6 | 0,황천6급,안전부주의,작업 중 인명사상,1,1,0,0,1,0,어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-14 17:01,12,17,목포,영해,34 | 24 | 4,125 | 50 | 24,양호,운항부주의,부유물감김,1,22,22,0,0,0,낚시어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-14 17:00,12,17,부산,항계 내,35 | 8 | 26,129 | 13 | 41,양호,정비불량,기관손상,1,4,4,0,0,0,어선,3,,,,,,,,,,,,,,,,,,,,
2021-12-14 17:00,12,17,부산,항계 내,35 | 8 | 26,129 | 13 | 41,양호,정비불량,기관손상,1,1,1,0,0,0,어선,4.4,,,,,,,,,,,,,,,,,,,,
2021-12-14 16:09,12,16,포항,항계 내,36 | 1 | 36,129 | 27 | 2,양호,정비불량,키손상,1,10,10,0,0,0,화물선,1574,,,,,,,,,,,,,,,,,,,,
2021-12-14 14:27,12,14,통영,영해,34 | 34 | 18,128 | 21 | 4,양호,정비불량,추진기손상,1,4,4,0,0,0,낚시어선,4.99,,,,,,,,,,,,,,,,,,,,
2021-12-14 13:07,12,13,인천,영해,37 | 19 | 31,126 | 33 | 56,양호,정비불량,기관손상,1,1,1,0,0,0,어선,3,,,,,,,,,,,,,,,,,,,,
2021-12-14 12:19,12,12,목포,항계 내,34 | 18 | 36,125 | 58 | 35,양호,운항부주의,부유물감김,1,3,3,0,0,0,관공선,18,,,,,,,,,,,,,,,,,,,,
2021-12-14 11:15,12,11,군산,영해,35 | 51 | 22,126 | 17 | 56,양호,안전부주의,전복,1,4,4,0,0,0,어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-14 11:04,12,11,평택,영해,37 | 9 | 50,126 | 36 | 18,양호,정비불량,추진기손상,1,2,2,0,0,0,어선,1.96,,,,,,,,,,,,,,,,,,,,
2021-12-14 10:45,12,10,목포,영해,34 | 35 | 24,124 | 57 | 57,양호,정비불량,기관손상,1,10,10,0,0,0,낚시어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-14 09:06,12,09,포항,영해,35 | 56 | 16,129 | 38 | 14,양호,정비불량,기관손상,1,10,10,0,0,0,화물선,1559,,,,,,,,,,,,,,,,,,,,
2021-12-14 03:49,12,03,완도,항계 내,34 | 0 | 51,127 | 7 | 50,양호,운항부주의,충돌,1,27,25,0,0,2,어선,129,,,,,,,,,,,,,,,,,,,,
2021-12-14 03:49,12,03,완도,항계 내,34 | 0 | 51,127 | 7 | 50,양호,운항부주의,충돌,1,17,17,0,0,0,화물선,7589,,,,,,,,,,,,,,,,,,,,
2021-12-13 22:07,12,22,포항,항계 내,36 | 5 | 31,129 | 25 | 55,양호,원인미상,화재,1,0,0,0,0,0,예부선,2475,,,,,,,,,,,,,,,,,,,,
2021-12-13 16:06,12,16,여수,영해,34 | 35 | 13,127 | 44 | 35,양호,정비불량,기관손상,1,3,3,0,0,0,유도선,33,,,,,,,,,,,,,,,,,,,,
2021-12-13 14:41,12,14,속초,영해,37 | 58 | 59,128 | 46 | 54,양호,정비불량,키손상,1,4,4,0,0,0,낚시어선,3,,,,,,,,,,,,,,,,,,,,
2021-12-13 12:13,12,12,부안,항계 내,35 | 43 | 32,126 | 31 | 50,양호,관리소홀,기타,1,0,0,0,0,0,어선,2.99,,,,,,,,,,,,,,,,,,,,
2021-12-13 10:33,12,10,포항,항계 내,36 | 2 | 21,129 | 23 | 1,양호,운항부주의,좌초/좌주,1,1,1,0,0,0,어선,3.47,,,,,,,,,,,,,,,,,,,,
2021-12-13 08:56,12,08,부산,항계 내,35 | 2 | 27,129 | 1 | 20,양호,정비불량,기관손상,1,3,3,0,0,0,예부선,74,,,,,,,,,,,,,,,,,,,,
2021-12-13 08:46,12,08,통영,항계 내,34 | 49 | 32,128 | 26 | 56,양호,운항부주의,충돌,1,1,1,0,0,0,어선,4.03,,,,,,,,,,,,,,,,,,,,
2021-12-13 08:46,12,08,통영,항계 내,34 | 49 | 32,128 | 26 | 56,양호,운항부주의,충돌,1,2,2,1,0,0,어선,1.9,,,,,,,,,,,,,,,,,,,,
2021-12-12 22:12,12,22,울산,항계 내,35 | 27 | 33,129 | 25 | 26,양호,운항부주의,표류,1,13,13,0,0,0,유조선,2328,,,,,,,,,,,,,,,,,,,,
2021-12-12 22:12,12,22,울산,항계 내,35 | 27 | 33,129 | 25 | 26,양호,운항부주의,표류,1,17,17,0,0,0,화물선,3187,,,,,,,,,,,,,,,,,,,,
2021-12-12 20:26,12,20,부산,항계 내,35 | 5 | 21,129 | 2 | 6,양호,관리소홀,침몰,1,0,0,0,0,0,기타,4.7,,,,,,,,,,,,,,,,,,,,
2021-12-12 19:29,12,19,완도,항계 내,34 | 0 | 40,126 | 26 | 17,양호,운항부주의,부유물감김,1,17,17,0,0,0,화물선,2252,,,,,,,,,,,,,,,,,,,,
2021-12-12 17:29,12,17,포항,항계 내,36 | 1 | 49,129 | 23 | 6,양호,정비불량,표류,1,0,0,0,0,0,모터보트,0.31,,,,,,,,,,,,,,,,,,,,
2021-12-12 14:54,12,14,창원,협수로,35 | 3 | 57,128 | 51 | 26,양호,운항부주의,부유물감김,1,2,2,0,0,0,모터보트,2.6,,,,,,,,,,,,,,,,,,,,
2021-12-12 12:43,12,12,서귀포,영해,33 | 9 | 0,126 | 18 | 29,양호,관리소홀,화재,1,152,152,0,0,0,여객선,180,,,,,,,,,,,,,,,,,,,,
2021-12-12 11:27,12,11,통영,영해,34 | 36 | 54,128 | 35 | 50,양호,정비불량,추진기손상,1,1,1,0,0,0,어선,2.34,,,,,,,,,,,,,,,,,,,,
2021-12-12 10:01,12,10,울산,항계 내,35 | 31 | 32,129 | 23 | 12,양호,운항부주의,좌초/좌주,1,5,5,0,0,0,유조선,291,,,,,,,,,,,,,,,,,,,,
2021-12-12 09:55,12,09,서귀포,항계 내,33 | 28 | 50,126 | 55 | 58,양호,정비불량,운항저해,1,4,4,0,0,0,어선,4.6,,,,,,,,,,,,,,,,,,,,
2021-12-12 08:55,12,08,여수,항계 내,34 | 35 | 20,127 | 8 | 30,저시정,관리소홀,침수,1,0,0,0,0,0,어선,1.68,,,,,,,,,,,,,,,,,,,,
2021-12-12 08:31,12,08,포항,영해,35 | 44 | 20,129 | 28 | 53,양호,배터리 방전,운항저해,1,1,1,0,0,0,모터보트,0,,,,,,,,,,,,,,,,,,,,
2021-12-11 22:42,12,22,제주,영해,33 | 51 | 0,126 | 10 | 0,양호,정비불량,기관손상,1,9,9,0,0,0,어선,51,,,,,,,,,,,,,,,,,,,,
2021-12-11 19:38,12,19,목포,항계 내,34 | 51 | 19,126 | 4 | 7,양호,운항부주의,접촉,1,4,4,0,0,0,예부선,35,,,,,,,,,,,,,,,,,,,,
2021-12-11 19:22,12,19,서귀포,영해-EEZ,32 | 19 | 59,126 | 7 | 59,양호,운항부주의,부유물감김,1,10,10,0,0,0,어선,29,,,,,,,,,,,,,,,,,,,,
2021-12-11 18:12,12,18,여수,공해,34 | 33 | 0,127 | 4 | 54,양호,운항부주의,부유물감김,1,2,2,0,0,0,어선,3.81,,,,,,,,,,,,,,,,,,,,
2021-12-11 17:12,12,17,보령,항계 내,36 | 15 | 0,126 | 32 | 15,양호,관리소홀,전복,1,0,0,0,0,0,모터보트,1.4,,,,,,,,,,,,,,,,,,,,
2021-12-11 16:58,12,16,울산,영해,35 | 17 | 17,129 | 15 | 40,양호,연료고갈,운항저해,1,2,2,0,0,0,모터보트,1.02,,,,,,,,,,,,,,,,,,,,
2021-12-11 16:28,12,16,인천,항계 내,37 | 10 | 44,125 | 52 | 5,양호,정비불량,기관손상,1,22,22,0,0,0,낚시어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-11 16:09,12,16,평택,영해,36 | 56 | 3,125 | 54 | 35,양호,정비불량,기관손상,1,17,17,0,0,0,낚시어선,9.16,,,,,,,,,,,,,,,,,,,,
2021-12-11 12:07,12,12,서귀포,영해,33 | 7 | 37,126 | 19 | 46,양호,운항부주의,충돌,1,9,9,0,0,0,낚시어선,5.54,,,,,,,,,,,,,,,,,,,,
2021-12-11 12:07,12,12,서귀포,영해,33 | 7 | 37,126 | 19 | 46,양호,운항부주의,충돌,1,18,18,0,0,0,낚시어선,9.77,,,,,,,,,,,,,,,,,,,,
2021-12-11 11:39,12,11,울진,항계 내,36 | 34 | 60,129 | 24 | 0,양호,관리소홀,침수,1,0,0,0,0,0,기타,0,,,,,,,,,,,,,,,,,,,,
2021-12-11 11:27,12,11,부산,항계 내,34 | 58 | 50,128 | 59 | 21,양호,운항부주의,기관손상,1,4,4,0,0,0,모터보트,0,,,,,,,,,,,,,,,,,,,,
2021-12-11 10:01,12,10,울진,영해,36 | 22 | 0,129 | 24 | 0,양호,운항부주의,부유물감김,1,1,1,0,0,0,어선,3.41,,,,,,,,,,,,,,,,,,,,
2021-12-11 09:53,12,09,통영,영해,34 | 42 | 25,128 | 39 | 55,양호,정비불량,기관손상,1,4,4,0,0,0,모터보트,1.07,,,,,,,,,,,,,,,,,,,,
2021-12-11 09:31,12,09,군산,영해,35 | 53 | 9,126 | 19 | 48,양호,운항부주의,부유물감김,1,3,3,0,0,0,모터보트,1.67,,,,,,,,,,,,,,,,,,,,
2021-12-11 08:31,12,08,울진,영해-EEZ,36 | 42 | 47,129 | 43 | 5,양호,정비불량,운항저해,1,1,1,0,0,0,모터보트,1.08,,,,,,,,,,,,,,,,,,,,
