발생일시,관할해경서,발생해역,발생유형,발생원인,기상특보,사고선박수,구조인원,부상인원,사망인원,실종인원,사고위치,위도,경도,선종1,톤수1,선종2,톤수2,선종3,톤수3
2018-10-18 04:57,포항,영해,충돌,운항부주의,황천5급,2,23,0,0,0,구룡포 동방 6해리,36|00|00,129|40|00,화물선,20212,어선,29,,
2018-10-18 02:03,여수,항계내,운항저해,관리소홀,양호,1,1,0,0,0,여수시 화양면 장수리 공정항 북서방 0.2해리,34|38|50,127|34|27,어선,2.99,,,,
2018-10-17 22:11,울산,영해-EEZ,안전저해,운항부주의,양호,1,4,0,0,0,"간절곶 동방 27해리(Fix 35-20N, 129-54E)",35|20|00,129|54|00,어선,9.77,,,,
2018-10-17 18:00,본청,영해,안전저해,운항부주의,양호,1,5,0,0,0,경북 울진군 죽변 동방 10해리,37|02|00,129|38|00,어선,9.77,,,,
2018-10-17 10:55,창원,협수로,충돌,운항부주의,양호,2,3,0,0,0,거제시 저도 서방 0.2해리 해상,35|01|11,128|43|50,낚시어선,7.31,어선,1.22,,
2018-10-17 10:28,창원,협수로,충돌,운항부주의,양호,2,6,0,0,0,거제시 사근서 남방 0.12해리 해상,35|01|47,128|43|50,낚시어선,2.6,어선,1.09,,
2018-10-17 09:28,울산,영해,기관손상,정비불량,양호,1,7,0,0,0,"고리 동방 10해리(35-16.24N, 129-30.04E)",35|16|24,129|30|04,어선,69,,,,
2018-10-17 05:49,서귀포,영해,기관손상,정비불량,양호,1,1,0,0,0,화순 남동방 3.5해리,33|11|00,126|23|00,어선,3.36,,,,
2018-10-17 02:04,제주,영해-EEZ,충돌,운항부주의,양호,2,35,0,0,0,차귀도 남서방 15해리,33|11|00,125|54|00,어선,79,화물선,57542,,
2018-10-16 19:20,포항,영해,기관손상,정비불량,황천5급,1,1,0,0,0,포항구항 남동방 약 0.7해리 해상,36|02|03,129|23|03,어선,6.67,,,,
2018-10-16 17:00,서귀포,영해,추진기손상,정비불량,양호,1,6,0,0,0,온평 남동 8해리 해상,33|22|00,127|04|00,어선,9.77,,,,
2018-10-16 14:41,부산,항계내,기관손상,정비불량,양호,1,1,0,0,0,부산 신호대교 위쪽 해상,35|05|21,128|53|33,어선,0.64,,,,
2018-10-16 14:32,평택,영해,기관손상,정비불량,양호,1,1,0,0,0,경기도 화성시 제부도 빨간등대 동방 약0.3해리,37|10|48,126|37|49,고무보트,0.5,,,,
2018-10-16 14:20,부산,항계내,침수,관리소홀,양호,1,0,0,0,0,송정항 내 계류 중인 영복호,35|10|50,129|12|22,어선,4.97,,,,
2018-10-16 11:43,부안,영해,인명사상,기타,양호,1,0,0,1,0,전북 부안군 하왕등도 남서 6.4해리 해상,35|33|25,126|01|51,어선,6.67,,,,
2018-10-16 09:57,완도,영해,안전저해,운항부주의,양호,1,7,0,0,0,완도군 청산도 서방 4해리 해상,34|08|00,126|47|00,어선,20,,,,
2018-10-16 07:35,군산,항계내,좌초,운항부주의,저시정,1,2,0,0,0,군산항 15번 부이 인근 해상,35|59|00,126|38|00,예부선,205,,,,
2018-10-16 07:30,완도,영해,좌초,운항부주의,양호,1,14,7,0,0,완도군 황제도 서방 0.06해리,34|11|23,127|04|08,낚시어선,9.77,,,,
2018-10-16 07:18,평택,영해,기관손상,정비불량,양호,1,8,0,0,0,충남 당진시 석문면 소재 당진화력발전소 앞 해상,37|04|00,126|30|00,낚시어선,3.2,,,,
2018-10-16 07:17,완도,영해,추진기손상,정비불량,양호,1,1,0,0,0,완도군 소안도 소진리 남방 3해리,34|05|11,126|42|03,어선,1.89,,,,
2018-10-16 06:58,여수,항계내,좌초,운항부주의,양호,1,2,0,0,0,여수시 삼산면 문도 북방 1.2해리 해상,34|08|02,127|30|05,어선,4.99,,,,
2018-10-16 04:40,동해,영해,기관손상,정비불량,양호,1,4,0,0,0,강원도 동해시 묵호동 대진항 북동 6마일 해상,37|59|59,120|11|67,어선,6.26,,,,
2018-10-16 02:32,제주,영해-EEZ,충돌,운항부주의,양호,2,19,1,0,0,차귀도 서방 51해리,33|15|48,125|09|00,어선,29,어선,44,,
2018-10-15 22:14,제주,영해-EEZ,기관손상,정비불량,양호,1,11,0,0,0,차귀도 서방 24해리,33|16|00,125|40|00,어선,29,,,,
2018-10-15 20:29,여수,항계내,화재,정비불량,양호,1,0,0,0,0,여수시 국동 선원회관 앞 부두,34|43|30,127|43|04,어선,9.77,,,,
2018-10-15 17:50,평택,영해,운항저해,연료고갈,양호,1,2,0,0,0,충남 서산시 대산읍 소재 먹어도 남방 0.3해리 인근해상,37|01|00,126|23|00,고무보트,0,,,,
2018-10-15 17:16,목포,영해,기관손상,정비불량,양호,1,2,0,0,0,진도군 조도면 서거차도 남방 1해리,34|13|42,125|53|37,어선,1.2,,,,
2018-10-15 16:29,서귀포,영해,안전저해,운항부주의,양호,1,3,0,0,0,태흥3리 포구 동방 5.18해리,33|15|00,126|50|00,어선,4.99,,,,
2018-10-15 11:19,군산,항계내,추진기손상,정비불량,양호,1,3,0,0,0,군산 남방파제 현대조선소 인근 해상,35|58|07,126|31|20,모터보트,1,,,,
2018-10-15 11:13,보령,영해,기관손상,정비불량,양호,1,14,14,0,0,충남 보령시 황죽도 남서방 1해리,36|12|06,126|29|16,낚시어선,7.93,,,,
2018-10-15 10:54,완도,영해,추진기손상,관리소홀,양호,1,2,0,0,0,장흥군 노력도 동방 1.3해리,34|26|22,126|59|28,어선,1.72,,,,
2018-10-15 10:25,부안,영해,추진기손상,관리소홀,양호,1,2,0,0,0,전북 부안군 위도면 벌금항 북방 0.4해리 해상,35|37|01,126|17|06,어선,4.99,,,,
2018-10-15 09:43,여수,항계내,침수,관리소홀,양호,1,0,0,0,0,고흥군 봉래면 사양선착장,34|28|55,127|26|50,어선,4.98,,,,
2018-10-15 00:55,태안,영해,충돌,운항부주의,양호,2,5,0,0,0,충남 태안군 근흥면 목개도 동방 약 1.8해리 해상,36|38|18,126|09|87,어선,4.99,예부선,4000,,
2018-10-14 20:22,여수,영해,기관손상,정비불량,양호,1,13,0,0,0,여수시 하백도 남동방 2해리 해상,34|00|41,127|38|39,낚시어선,9.77,,,,
2018-10-14 18:12,부산,항계내,침수,관리소홀,양호,1,0,0,0,0,수영만요트경기장 7번선석,35|09|46,129|08|09,모터보트,14,,,,
2018-10-14 16:29,목포,영해,충돌,운항부주의,양호,2,3,0,2,0,압해도 대천리 광립선착장 앞 해상,000|00|00,000|00|00,어선,0.5,어선,0.4,,
2018-10-14 16:26,보령,영해,추진기손상,정비불량,양호,1,3,0,0,0,충남 보령시 천북면 학성항 서방 1.3해리,36|27|01,126|27|53,고무보트,0.7,,,,
2018-10-14 16:20,완도,영해,운항저해,연료고갈,양호,1,1,0,0,0,완도군 신지면 신지대교 북방 0.4해리 해상,34|20|35,126|45|02,어선,1.18,,,,
2018-10-14 16:11,울산,항계내,해양오염,관리소홀,양호,1,0,0,0,0,M-4묘박지(FIX 35-29-33N 129-24-05E)해상,35|29|33,129|24|05,유조선,87,,,,
2018-10-14 15:33,여수,항계내,기관손상,정비불량,양호,1,1,0,0,0,여수시 돌산읍 거마각 남방 0.5해리 해상,34|35|11,127|48|18,고무보트,0,,,,
2018-10-14 14:44,부안,영해,기관손상,정비불량,양호,1,2,0,0,0,전북 부안군 변산면 소형제도 인근 해상,35|33|63,126|22|20,어선,1.41,,,,
2018-10-14 14:07,평택,영해,침수,기타,양호,1,2,0,0,0,경기도 안산시 풍도 북서방 약 1해리 해상,37|07|36,126|21|39,모터보트,2.3,,,,
2018-10-14 13:34,포항,항계내,운항저해,연료고갈,황천5급,1,2,0,0,0,호미곶 동방 0.2해리,36|04|85,129|34|03,고무보트,0,,,,
2018-10-14 13:24,동해,영해,기관손상,정비불량,양호,1,1,0,0,0,강원도 강릉시 안인항 남방 1해리 해상,37|43|16,129|00|18,어선,3.09,,,,
2018-10-14 13:02,포항,영해,추진기손상,정비불량,황천5급,1,1,0,0,0,읍천 남동 0.7해리,35|41|00,129|29|14,고무보트,0,,,,
2018-10-14 12:39,군산,항계내,추진기손상,정비불량,양호,1,2,0,0,0,비응항 근처 풍차주변,00|00|00,00|00|00,모터보트,1,,,,
2018-10-14 11:41,평택,항계내,추진기손상,정비불량,양호,1,3,0,0,0,충남 당진시 비경도 내,0|0|0,0|0|0,고무보트,4.9,,,,
2018-10-14 09:47,평택,항계내,추진기손상,정비불량,양호,1,4,0,0,0,경기도 화성시 국화도 서방 약 1.6해리 해상,37|03|51,126|31|03,고무보트,0,,,,
2018-10-14 09:27,완도,영해,기관손상,정비불량,양호,1,18,0,0,0,완도군 금일읍 황제도 동방 1.7해리 해상,34|11|12,127|06|55,낚시어선,9.77,,,,
2018-10-14 06:27,목포,영해-EEZ,기관손상,정비불량,양호,1,11,0,0,0,신안군 홍도 서방 19해리 해상,34|40|00,124|48|00,어선,42,,,,
2018-10-14 01:45,목포,영해,인명사상,기타,양호,1,1,1,0,0,신안군 홍도 서방 인근 207명성호,34|45|00,124|49|00,어선,29,,,,
2018-10-13 22:35,제주,영해-EEZ,안전저해,정비불량,양호,1,8,0,0,0,차귀도 남서방 53해리,32|44|00,125|18|00,어선,29,,,,
2018-10-13 20:00,통영,영해,키손상,정비불량,양호,1,7,0,0,0,통영시 한산면 매물도 남방 23해리 해상,34|14|00,128|36|00,어선,40,,,,
2018-10-13 18:43,포항,영해-EEZ,충돌,운항부주의,황천5급,2,25,0,0,0,경주시 감포동방 13해리,35|47|00,129|48|00,어선,7.93,화물선,16766,,
2018-10-13 17:52,목포,영해,운항저해,연료고갈,양호,1,1,0,0,0,영광군 칠산도 인근 해상,35|16|00,126|14|00,어선,7.93,,,,
2018-10-13 17:40,군산,영해,운항저해,연료고갈,양호,1,3,0,0,0,군산시 옥도면 횡경도 남동방 0.9해리,35|50|00,126|26|00,모터보트,0.4,,,,
2018-10-13 17:13,제주,영해,추진기손상,정비불량,양호,1,2,0,0,0,한경면 두모리포구 앞 해상,33|21|22,126|10|40,모터보트,0,,,,
2018-10-13 16:52,군산,항계내,운항저해,정비불량,양호,1,3,0,0,0,군산시 옥도면 소야미도 남방 0.5해리,35|50|00,126|28|00,고무보트,0.5,,,,
2018-10-13 16:30,평택,영해,기관손상,정비불량,양호,1,8,0,0,0,경기도 화성시 제부도 남서방 약1.5해리,37|09|15,126|35|08,모터보트,4.13,,,,
2018-10-13 15:27,목포,항계내,충돌,운항부주의,양호,2,12,1,0,0,목포시 장좌도 동방 인근 해상(목포대교 10번 부이),34|47|00,126|20|00,어선,38,어선,0.8,,
2018-10-13 15:24,통영,영해,안전저해,운항부주의,양호,1,22,0,0,0,통영시 욕지도 남방 3마일 해상,34|33|54,128|17|11,낚시어선,9.77,,,,
2018-10-13 14:45,군산,영해,추진기손상,정비불량,양호,1,2,0,0,0,군산시 옥도면 계도 남방 0.3해리,35|50|00,126|26|00,모터보트,0.2,,,,
2018-10-13 14:27,태안,영해,기관손상,운항부주의,양호,1,12,0,0,0,충남 태안군 안면읍 황도 나몽방 0.5해리 해상,36|39|55,126|11|40,낚시어선,9.77,,,,
2018-10-13 11:32,창원,영해,기관손상,정비불량,양호,1,6,0,0,0,저도 해군함정 부두 인근 해상,35|01|30,128|44|65,모터보트,2.9,,,,
2018-10-13 11:14,보령,영해,좌초,운항부주의,양호,1,9,0,0,0,충남 보령시 황죽도 북서방 0.35해리,36|12|57,126|30|51,낚시어선,3.97,,,,
2018-10-13 11:00,보령,영해,좌초,운항부주의,양호,1,12,0,0,0,충남 보령시 오천면 허육도 서방 0.1해리,36|24|18,126|27|20,낚시어선,4.99,,,,
2018-10-13 09:47,평택,항계내,추진기손상,정비불량,양호,1,2,0,0,0,충남 당진시 석문면 용무치항 약50m 앞 해안가,0|0|0,0|0|0,어선,7.93,,,,
2018-10-13 07:15,보령,영해,기관손상,정비불량,양호,1,9,0,0,0,충남 보령시 오천면 원산도 저두 북방 약 0.6해리,36|22|24,126|27|15,낚시어선,3,,,,
2018-10-13 06:40,통영,영해,안전저해,운항부주의,양호,1,2,0,0,0,경남 통영시 한산면 홍도 남방 12해리 해상,34|19|30,128|44|36,어선,7.93,,,,
2018-10-13 06:30,서귀포,영해,충돌,운항부주의,양호,2,7,0,0,0,성산항 북방파제 남동방 0.5해리,33|29|00,126|56|00,어선,6,어선,2.83,,
2018-10-13 05:20,속초,영해,충돌,운항부주의,양호,2,14,0,0,0,주문진 동방 10해리,37|59|00,129|03|00,어선,6.67,어선,35,,
2018-10-13 04:00,제주,영해-EEZ,추진기손상,정비불량,양호,1,12,0,0,0,차귀도 남서방 110해리,32|08|00,124|28|00,어선,69,,,,
2018-10-12 16:19,여수,항계내,추진기손상,정비불량,양호,1,4,0,0,0,여수시 돌산읍 하동항 남방 30m 해상,34|42|01,127|46|05,어선,2.99,,,,
2018-10-12 15:28,완도,영해,운항저해,관리소홀,양호,1,4,0,0,0,완도군 생일도 서방 1.3해리,34|19|48,126|55|55,어선,11,,,,
2018-10-12 12:51,부산,항계내,접촉,운항부주의,양호,2,1,0,0,0,부산 사하구 수협 고등어위판장 부두,35|02|46,128|58|11,어선,196,어선,2.12,,
2018-10-12 12:14,여수,영해,추진기손상,정비불량,양호,1,2,0,0,0,여수시 삼산면 상백도 남동방 약 4해리,34|02|11,127|30|78,어선,4.99,,,,
2018-10-12 11:58,여수,항계내,기관손상,정비불량,양호,1,3,0,0,0,여수시 화정면 개도 북방 900m 해상,34|35|05,127|39|09,요트,4.31,,,,
2018-10-12 10:58,부안,영해,안전저해,운항부주의,양호,1,1,0,0,0,전북 부안군 위도면 상왕등도 항내,35|39|30,126|06|41,어선,6.67,,,,
2018-10-12 10:26,통영,영해,침수,정비불량,양호,1,1,0,0,0,경남 사천시 유람선길93 만구수산 앞 해상,34|55|36,128|03|33,어선,1.98,,,,
2018-10-12 09:53,여수,항계내,기관손상,정비불량,양호,1,1,0,0,0,여수시 경호동 대경도 서방 600m,34|42|02,127|42|05,어선,0.5,,,,
2018-10-12 08:22,여수,항계내,운항저해,연료고갈,양호,1,2,0,0,0,여수시 화양면 안포 동방 1마일 해상,34|40|12,127|39|16,모터보트,3,,,,
2018-10-11 22:00,서귀포,영해,기관손상,정비불량,양호,1,3,0,0,0,표선동방 8.5해리,33|20|81,127|00|83,어선,3.07,,,,
2018-10-11 21:26,완도,영해,충돌,운항부주의,양호,2,3,0,1,0,완도군 조약도 득암항 남동방 0.4해리 해상,34|21|09,126|53|45,어선,1.36,어선,1.51,,
2018-10-11 17:45,서귀포,영해,충돌,운항부주의,양호,2,16,0,0,0,표선 남동방 8.7해리,33|14|71,126|59|16,어선,9.77,어선,35,,
2018-10-11 17:29,여수,영해,인명사상,기타,양호,1,0,0,1,0,여수시 남면 간여암 남서방 7해리 해상,34|11|00,127|45|00,어선,9.77,,,,
2018-10-11 15:35,창원,영해,인명사상,기타,풍랑주의보,1,1,1,0,0,진해 잠도 서방 0.3해리,35|03|44,128|39|44,어선,0,,,,
2018-10-11 15:22,제주,항계내,침수,관리소홀,양호,1,0,0,0,0,신창 포구 내,33|20|52,126|10|45,어선,3.13,,,,
2018-10-11 14:06,창원,항계내,기관손상,정비불량,양호,1,1,0,0,0,창원시 마산합포구 실리도 동방 400m 해상,35|03|51,128|38|37,고무보트,0.1,,,,
2018-10-11 13:36,여수,영해,안전저해,운항부주의,양호,1,3,0,0,0,여수시 남면 소리도 동방 8.2해리 해상,34|32|00,127|48|00,요트,4.31,,,,
2018-10-11 13:34,보령,영해,인명사상,기타,양호,1,1,1,0,0,충남 보령시 외연도 북서방 9해리 해상,36|19|39,125|56|09,어선,24,,,,
2018-10-11 12:19,목포,항계내,운항저해,관리소홀,양호,1,4,0,0,0,목포시 달리도 동방 약 200m지점,34|45|40,126|19|08,어선,1.25,,,,
2018-10-11 11:54,통영,영해,기관손상,정비불량,양호,1,2,0,0,0,통영시 인평동 민양항 앞 해상,34|50|37,128|23|01,모터보트,4.59,,,,
2018-10-11 05:41,부산,영해,기관손상,정비불량,양호,1,3,0,0,0,부산 생도 남방 9마일 해상,34|52|00,129|07|00,어선,6.67,,,,
2018-10-11 05:12,본청,영해,기관손상,정비불량,양호,1,4,0,0,0,경북 울진군 죽변 동방 10해리,37|03|00,129|38|00,어선,9.77,,,,
2018-10-10 22:42,목포,항계내,침수,기상악화,양호,1,0,0,0,0,목포시 북항 4부두,000|00|00,000|00|00,기타,9.77,,,,
2018-10-10 22:35,목포,항계내,침수,관리소홀,양호,1,0,0,0,0,진도군 임회면 서망항 내 수협 제빙공장 앞,000|00|00,000|00|00,어선,4.72,,,,
2018-10-10 17:20,완도,협수로,좌초,운항부주의,양호,1,3,0,0,0,강진군 가우도 남방 2해리 해상,34|29|94,126|46|14,어선,1.27,,,,
2018-10-10 16:19,포항,영해,운항저해,정비불량,황천5급,1,3,0,0,0,감포동방 4.5해리,35|46|00,129|35|00,낚시어선,8.55,,,,
2018-10-10 16:15,통영,영해,안전저해,운항부주의,양호,1,4,0,0,0,통영시 욕지도 북방 0.5해리 해상,34|39|40,128|14|15,요트,4.31,,,,
2018-10-10 14:40,서귀포,공해,기관손상,정비불량,양호,1,9,0,0,0,서귀포 남방 206해리,29|51|00,126|34|00,어선,29,,,,
2018-10-10 09:40,통영,협수로,좌초,운항부주의,양호,1,1,0,0,0,통영시 용남면 해간교 인근 해상,34|52|19,128|28|00,어선,4.99,,,,
2018-10-10 08:48,군산,항계내,좌초,기상악화,황천4급,1,11,0,0,0,군산 비응항 앞 해상,35|55|47,126|31|42,어선,59,,,,
2018-10-10 08:15,포항,영해,운항저해,연료고갈,황천5급,1,2,0,0,0,발산 서방 1.5해리,36|03|00,129|29|00,어선,4.97,,,,
2018-10-10 01:14,통영,영해,충돌,운항부주의,양호,2,32,0,0,0,통영시 욕지면 동항리 국도 남서방 15.7해리 해상,34|17|00,128|17|00,낚시어선,9.77,어선,53,,
2018-10-10 00:00,속초,항계내,좌초,운항부주의,양호,1,11,0,0,0,청초호 수협부두 앞,38|12|00,128|35|00,어선,59,,,,
2018-10-09 21:36,인천,영해,인명사상,관리소홀,양호,1,0,0,0,1,인천 옹진군 덕적도 북서 9.5해리,37|20|00,125|55|00,어선,9.77,,,,
2018-10-09 17:50,창원,협수로,기관손상,정비불량,양호,1,3,0,0,0,저도 연륙교 인근 해상,35|03|17,128|35|24,어선,1.03,,,,
2018-10-09 16:41,태안,영해,추진기손상,정비불량,양호,1,2,0,0,0,충남 태안군 근흥면 황도 인근 해상,36|39|44,126|11|00,고무보트,0,,,,
2018-10-09 15:12,부산,영해,기관손상,정비불량,양호,1,1,0,0,0,광안리 앞 바다(광안대교 중간 위치),35|08|44,129|07|42,요트,1.5,,,,
2018-10-09 14:29,보령,영해,추진기손상,정비불량,양호,1,2,0,0,0,충남 보령시 오천면 상목도 남서방 0.2해리,36|25|00,126|27|36,고무보트,0.5,,,,
2018-10-09 14:00,서귀포,영해-EEZ,기관손상,정비불량,양호,1,13,0,0,0,서귀포남서방 56해리,32|31|00,125|51|00,어선,89,,,,
2018-10-09 13:58,부산,항계내,해양오염,관리소홀,양호,1,0,0,0,0,부산 남외항 N-3묘지,35|03|05,129|01|46,화물선,2789,,,,
2018-10-09 13:45,창원,영해,좌초,운항부주의,양호,1,1,0,0,0,거제 대광이도 동방 0.03해리 해상,34|59|52,128|34|13,어선,4.36,,,,
2018-10-09 12:07,부산,영해,충돌,운항부주의,양호,2,12,5,0,0,부산 사하구 고래섬 북서방 100m 해상,35|02|16,128|58|49,낚시어선,2.99,요트,2.4,,
2018-10-09 11:37,통영,영해,기관손상,정비불량,양호,1,3,0,0,0,사량도 하도 외인금선착장 동방 0.5해리 해상,34|49|40,128|15|34,모터보트,0.3,,,,
2018-10-09 10:50,평택,항계내,좌초,운항부주의,양호,1,9,0,0,0,경기도 화성시 우정읍 소재 입파도 서방 0.6해리,37|06|34,126|31|26,요트,0,,,,
2018-10-09 10:45,동해,영해-EEZ,안전저해,운항부주의,양호,1,340,0,0,0,경북 울릉도 서방 48해리 해상,37|30|06,129|47|30,여객선,550,,,,
2018-10-09 10:40,완도,영해,안전저해,운항부주의,양호,1,3,0,0,0,완도군 금당도 남서방 0.5해리 해상,34|25|00,127|01|00,모터보트,0.32,,,,
2018-10-09 09:38,통영,영해,추진기손상,운항부주의,양호,1,7,0,0,0,남해군 미조면 송정리 마안도 서방 0.5해리,34|45|19,128|03|40,낚시어선,3,,,,
2018-10-09 08:08,부산,항계내,화재,관리소홀,양호,1,2,0,0,0,"부산, 부산대교 아래 영도 방향",35|05|43,129|02|21,예부선,28,,,,
2018-10-09 07:23,평택,항계내,안전저해,운항부주의,양호,1,3,0,0,0,경기도 화성시 마산수도 1번 부표 인근 해상,37|10|07,126|34|54,모터보트,1.1,,,,
2018-10-09 06:57,여수,영해,안전저해,운항부주의,양호,1,20,0,0,0,여수시 남면 소리도 남서방 4해리 해상,34|21|42,127|44|53,낚시어선,9.77,,,,
2018-10-09 06:30,태안,영해,침수,운항부주의,양호,1,1,0,0,0,충남 태안군 근흥면 가대암 인근 해상,36|44|00,125|59|00,어선,1.55,,,,
2018-10-09 05:27,서귀포,영해,좌초,운항부주의,양호,1,1,0,0,0,성산읍 삼달리 해녀탈의장 인근 20m 앞 해상,33|21|94,126|52|34,어선,2.41,,,,
2018-10-09 03:17,울산,항계내,해양오염,관리소홀,양호,1,0,0,0,0,온산신항 2부두 인근해상,35|26|22,129|21|30,유조선,550,,,,
2018-10-09 01:30,부산,영해,기관손상,정비불량,양호,1,3,0,0,0,목도 남방 6해리,34|52|36,129|01|52,어선,3,,,,
2018-10-09 00:23,통영,영해,충돌,운항부주의,양호,2,15,0,0,0,통영시 국도 남방 14해리 해상,34|18|49,128|28|37,낚시어선,9.77,어선,39,,
2018-10-08 19:50,동해,영해-EEZ,안전저해,운항부주의,양호,1,7,0,0,0,경상북도 울릉도 북방 15해리 해상,37|48|00,130|56|00,어선,24,,,,
2018-10-08 15:21,군산,항계내,기관손상,정비불량,양호,1,1,0,0,0,군산 비응항 북방파제 남쪽 끝단 해상,35|58|81,126|29|48,어선,7.93,,,,
2018-10-08 14:44,군산,영해,추진기손상,정비불량,양호,1,4,0,0,0,군산 비응항 남서 4.7해리,35|54|10,126|26|25,모터보트,1.9,,,,
2018-10-08 14:43,태안,영해,추진기손상,정비불량,양호,1,5,0,0,0,충남 태안군 남면 거아도 서방 6.5해리 해상,36|36|45,126|06|13,모터보트,0.7,,,,
2018-10-08 14:21,포항,영해,기관손상,정비불량,황천5급,1,2,0,0,0,청진 동방 1해리,36|10|42,129|24|26,모터보트,0,,,,
2018-10-08 14:20,목포,협수로,좌초,운항부주의,양호,1,41,0,0,0,신안군 비금도 동방 가산선착장,000|00|00,000|00|00,여객선,483,,,,
2018-10-08 14:00,목포,영해-EEZ,기관손상,정비불량,양호,1,11,0,0,0,신안군 흑산 홍도 남서방 13해리,34|27|00,125|05|00,어선,38,,,,
2018-10-08 13:21,평택,항계내,기관손상,정비불량,양호,1,1,0,0,0,경기도 안산시 풍도 서방 약 1.0해리 해상,37|06|14,126|21|33,어선,9.77,,,,
2018-10-08 12:15,통영,영해,기관손상,정비불량,양호,1,1,0,0,0,고성군 안도 동방 1.4해리 해상,34|53|13,128|12|29,어선,4,,,,
2018-10-08 12:04,인천,협수로,추진기손상,정비불량,양호,1,4,0,0,0,인천 영흥도 석섬 인근해상,37|14|48,126|30|12,모터보트,0,,,,
2018-10-08 11:41,통영,영해,충돌,운항부주의,양호,2,4,1,0,0,통영시 장구도 남방 0.4해리 해상,34|51|30,128|20|57,어선,3.29,어선,0,,
2018-10-08 09:46,부산,영해,기관손상,정비불량,양호,1,1,0,0,0,송정 앞 해상,35|10|51,129|12|53,고무보트,0.2,,,,
2018-10-08 07:52,포항,영해,침수,정비불량,황천5급,1,1,0,0,0,포항시 북구 여남갑 남동방 2.4해리,36|04|01,129|28|07,기타,6,,,,
2018-10-08 07:39,울산,영해,인명사상,운항부주의,양호,1,1,0,0,0,울기동방 5.6해리 해상(35-29N 129-33E),35|29|00,129|33|00,어선,4.98,,,,
2018-10-08 07:39,군산,항계내,충돌,운항부주의,양호,2,519,0,0,0,군산항 1부두 입구 해상,35|58|80,126|37|60,여객선,17022,기타,2790,,
2018-10-08 05:46,보령,영해,충돌,운항부주의,양호,2,9,0,0,0,충남 보령시 대길산도 서방 2해리 해상,36|16|40,126|08|50,어선,3,어선,24,,
2018-10-08 05:32,목포,영해-EEZ,인명사상,기타,양호,1,1,1,0,0,신안군 흑산면 홍도 북서방 46해리,34|52|0,124|16|0,어선,24,,,,
2018-10-08 01:46,제주,영해-EEZ,충돌,운항부주의,양호,2,25,0,0,0,추자도 남서방 48해리,33|37|52,125|25|21,어선,24,어선,89,,
2018-10-07 20:28,서귀포,영해,기관손상,정비불량,양호,1,2,0,0,0,우도 남방 8해리 해상,33|22|00,126|58|00,어선,3.03,,,,
2018-10-07 17:32,태안,영해,좌초,운항부주의,양호,1,4,0,0,0,충남 태안군 남면 당암리(광신조선소) 앞 갯벌,00|00|00,000|00|00,모터보트,0.52,,,,
2018-10-07 16:49,통영,영해,기관손상,정비불량,양호,1,3,0,0,0,통영시 욕지면 연화도 동방 0.3해리 해상,34|38|40,128|23|27,예부선,25,,,,
2018-10-07 16:40,목포,항계내,좌초,운항부주의,양호,1,3,0,0,0,영광군 자갈금 선착장 앞 해상,000|00|00,000|00|00,모터보트,0.5,,,,
2018-10-07 14:00,제주,영해,인명사상,기타,양호,1,1,1,0,0,추자도 남서방 17해리,33|52|00,125|58|00,어선,89,,,,
2018-10-07 12:34,보령,영해,안전저해,운항부주의,양호,1,22,0,0,0,충남 보령시 원산도 저두항 북동방 1해리,36|22|33,126|28|15,낚시어선,9.77,,,,
2018-10-07 12:16,부산,협수로,좌초,운항부주의,양호,1,3,0,0,0,신자도~진우도 사이 신자도 모래톱,35|03|39,128|53|02,모터보트,0.49,,,,
2018-10-07 11:01,여수,항계내,안전저해,운항부주의,양호,1,3,0,0,0,여수시 화정면 개도 남동방 약 0.7해리,34|32|53,127|40|56,모터보트,4.16,,,,
2018-10-07 10:53,통영,영해,추진기손상,운항부주의,양호,1,2,0,0,0,통영시 오곡도 북방 0.5해리,34|44|34,128|25|51,낚시어선,1.98,,,,
2018-10-07 09:34,창원,공해,운항저해,기상악화,양호,1,0,0,0,0,남형제도 서방 5해리 해상,34|54|40,128|52|31,모터보트,0.65,,,,
2018-10-07 08:40,부산,항계내,전복,기상악화,양호,1,0,0,0,0,감만 4부두 인근 해상,35|06|07,129|05|56,기타,0,,,,
2018-10-07 08:11,통영,영해,추진기손상,운항부주의,양호,1,1,0,0,0,내부지도 북방 0.2해리 해상,34|42|57,128|24|21,어선,6.67,,,,
2018-10-07 07:33,통영,영해,안전저해,운항부주의,양호,1,11,0,0,0,하대호도 남방 0.3해리 해상,34|52|24,128|14|51,낚시어선,7.93,,,,
2018-10-07 01:41,목포,항계내,좌초,운항부주의,양호,1,6,0,0,0,신안군 지도 점암 해안가,35|05|00,126|09|00,어선,15,,,,
2018-10-06 22:30,부산,협수로,침수,기상악화,양호,1,4,0,0,0,부산 을숙도 하구언 다리 11번 수문,35|04|55,128|56|33,기타,3.9,,,,
2018-10-06 17:20,포항,항계내,침수,관리소홀,태풍경보,1,0,0,0,0,경주시 감포읍 감포항 북방파제 내측,35|48|23,129|30|33,어선,1.94,,,,
2018-10-06 15:26,통영,영해,안전저해,기상악화,태풍경보,1,4,0,0,0,경남 통영시 한산면 하소리 진두마을 농협 앞 해상,34|45|59,128|30|21,어선,3.2,,,,
2018-10-06 14:55,동해,영해,전복,기상악화,태풍경보,1,1,0,0,0,강원도 삼척시 원덕읍 임원항 임원어촌계조선소,37|13|00,129|20|00,어선,0.66,,,,
