"발생일시","관할해경서","발생해역","발생유형","발생원인","기상특보","사고선박수","구조인원","부상인원","사망인원","실종인원","사고위치","위도","경도","선종1","톤수1","선종2","톤수2","선종3","톤수3"
"2012-12-26 01:53","제주","영해-EEZ","기관고장","정비불량","양호","1","9","0","0","0","차귀도 북서방 30해리","33|49|00","125|58|00","어선","69",,,,
"2012-12-25 18:35","포항","영해-EEZ","추진기장애","정비불량","풍랑주의보","1","9","0","0","0","축산 동방 80마일","36|30|00","131|06|00","어선","69",,,,
"2012-12-25 07:55","여수","영해","기관고장","관리소홀","양호","1","9","0","0","0","여수시 화정면 대횡간도 등대앞 해상","34|35|01","127|45|03","어선","5.47",,,,
"2012-12-25 04:40","창원","항계내","기타","운항부주의","양호","2","2","0","0","0","거제시 사등면 가조대교 약 500m 해상","34|56|09","128|33|57","어선","4.99","예부선","300",,
"2012-12-25 03:45","목포","협수로","기관고장","운항부주의","양호","1","3","0","0","0","전남 진도군 조도면 불무도 동방 약 1.4해리","34|19|00","126|12|00","어선","9.16",,,,
"2012-12-24 23:05","포항","영해-EEZ","타기고장","정비불량","양호","1","2","0","0","0","죽변 동방 25마일 해상","37|05|00","129|53|00","어선","9.77",,,,
"2012-12-24 14:43","제주","항계내","기타","운항부주의","황천5급","2","10","1","0","0","제주항 2부두","0|0|0","0|0|0","어선","147","어선","5.78",,
"2012-12-24 10:30","동해","항계내","기타","기상악화","황천4급","4","0","0","0","0","울릉 저동항내","000|00|00","000|00|00","어선","3.61","어선","2.46","어선","1.08"
"2012-12-24 05:13","창원","항계내","충돌","운항부주의","양호","2","6","0","0","0","진해 저도 북동방 2해리","34|02|56","238|45|48","유조선","149","어선","4.93",,
"2012-12-23 11:10","제주","항계내","화재","정비불량","황천4급","1","0","0","0","0","제주 한림항","0|0|0","0|0|0","예부선","137",,,,
"2012-12-22 19:23","통영","항계내","기관고장","정비불량","양호","1","3","0","0","0","통영시 한산면 소재 각수서 0.3해리","34|45|00","128|28|00","기타(레져선박)","2.76",,,,
"2012-12-22 17:33","부산","영해","좌초","기상악화","양호","1","5","0","0","0","오륙도 등대 앞 해상","35 |05|72","129|07|93","기타","19",,,,
"2012-12-22 06:54","울산","영해-EEZ","표류","기타","양호","1","5","0","0","0","간절곶 동방 43해리","35|16|00","130|18|00","어선","18",,,,
"2012-12-22 05:45","군산","영해","좌초","기상악화","황천5급","1","2","0","0","0","전북 부안군 위도 서방 0.5마일","35|36|80","126|16|26","예부선","38.27",,,,
"2012-12-22 02:05","태안","영해","추진기장애","운항부주의","양호","1","2","0","0","0","신진도 방파제 남서방 1.4해리","36|39|0","126|07|0","예부선","22",,,,
"2012-12-22 00:30","군산","영해","추진기장애","운항부주의","양호","1","3","0","0","0","군산시 옥도면 십이동파도 서방 3마일","36|00|00","126|09|00","어선","13",,,,
"2012-12-21 18:02","통영","항계내","충돌","기타","양호","2","6","1","1","0","통영시 산양읍 저도 북동방 0.21해리 해상","34|45|54","128|24|16","기타","140","어선","2.97",,
"2012-12-21 17:05","포항","영해-EEZ","기관고장","정비불량","양호","1","5","0","0","0","호미곶 북동방 23해리","36|16|00","129|49|00","어선","7.93",,,,
"2012-12-21 13:30","포항","영해-EEZ","기관고장","정비불량","양호","1","11","0","0","0","죽변 동방 130마일","36|57|43","132|07|84","어선","72",,,,
"2012-12-21 09:45","목포","영해-EEZ","기관고장","정비불량","풍랑주의보","1","6","0","0","0","전남 신안군 흑산면 가거초 인근 해상","33|58|00","124|35|00","어선","23",,,,
"2012-12-21 06:00","목포","영해-EEZ","기관고장","정비불량","풍랑주의보","1","9","0","0","0","전남 신안군 흑산면 가거초 북방 5해리","34|02|00","124|32|00","어선","9.77",,,,
"2012-12-21 04:30","동해","영해","좌초","운항부주의","황천5급","1","2","0","0","0","울릉군 와달리 근해 암초","037|31|31","130|54|32","어선","9.77",,,,
"2012-12-20 11:49","인천","협수로","좌초","운항부주의","양호","1","3","0","0","0","영흥화력발전소 부두앞 해상","37|13|88","126|25|90","예부선","80",,,,
"2012-12-20 05:00","제주","영해-EEZ","기관고장","정비불량","양호","1","11","0","0","0","제주 차귀도 북서방 40해리","33|43|00","125|32|00","어선","24",,,,
"2012-12-20 04:00","포항","영해-EEZ","기관고장","정비불량","양호","1","5","0","0","0","후포 북동방 18마일","36|45|00","129|49|00","어선","7.93",,,,
"2012-12-19 14:14","제주","영해","기타","운항부주의","황천5급","1","12","0","0","0","차귀도 북서 40해리","33|43|00","125|30|00","어선","24",,,,
"2012-12-19 11:40","태안","영해","기관고장","정비불량","양호","1","146","0","0","0","보령시 오천면 호도항 내","0|0|0","0|0|0","여객선","140",,,,
"2012-12-19 04:00","부산","영해","추진기장애","기타","양호","1","3","0","0","0","오륙도 동방 1마일 해상","35|06|00","129|09|00","어선","9.77",,,,
"2012-12-19 00:32","목포","영해-EEZ","기관고장","정비불량","풍랑주의보","1","13","0","0","0","전남 신안군 흑산면 홍도 남서 22해리","34|32|00","124|45|00","어선","65",,,,
"2012-12-18 19:05","포항","영해","타기고장","정비불량","양호","1","5","0","0","0","구룡포동방 6마일","35|59|00","129|40|00","어선","29",,,,
"2012-12-18 11:10","서귀포","항계내","화재","화기취급부주의","양호","1","0","0","0","0","성산포항 내","33|27|33","126|55|20","어선","29",,,,
"2012-12-18 10:40","부산","영해","침수","운항부주의","양호","1","4","0","0","0","거제 홍도 남동방 7해리 해상","34|28|00","128|51|00","어선","7.93",,,,
"2012-12-18 08:25","통영","항계내","좌초","운항부주의","양호","1","2","0","0","0","통영시 학림도 남동방 50m해상 암초","34|44|77","128|26|87","어선","4.95",,,,
"2012-12-18 06:25","부산","영해","타기고장","기타","풍랑주의보","1","3","0","0","0","남형제도 남동방 10마일 해상","34|44|54","129|03|30","어선","4.99",,,,
"2012-12-17 15:50","평택","영해","타기고장","정비불량","황천5급","1","3","0","0","0","국화도 인근해상","37|03|21","126|35|78","어선","7.9",,,,
"2012-12-17 15:37","부산","영해","추진기장애","기타","황천5급","1","9","0","0","0","부산 태종대 남동방 12해리","34|59|00","129|20|00","어선","22",,,,
"2012-12-17 12:05","제주","영해","추진기장애","운항부주의","풍랑주의보","1","3","0","0","0","제주시 애월항 북방 500m 앞 해상","0|0|0","0|0|0","예부선","289",,,,
"2012-12-17 05:52","제주","영해","추진기장애","운항부주의","양호","1","9","0","0","0","제주항 북방 0.8해리","33|32|60","126|32|56","어선","69",,,,
"2012-12-16 15:54","제주","영해","추진기장애","운항부주의","양호","1","3","0","0","0","함덕해수욕장 북방 1마일","0|0|0","0|0|0","어선","4.68",,,,
"2012-12-16 10:00","평택","항계내","기관고장","정비불량","양호","1","3","0","0","0","평택당진항 25번 부이 부근","37|04|24","126|38|93","어선","1.92",,,,
"2012-12-15 16:30","제주","영해","기관고장","정비불량","양호","1","2","0","0","0","추자 남방 10해리","33|46|00","126|20|00","어선","4.99",,,,
"2012-12-15 15:40","제주","영해","표류","기타","양호","1","0","0","0","0","조천 북방 1.7해리","33|34|30","126|37|58","기타","0",,,,
"2012-12-15 06:45","서귀포","항계내","충돌","운항부주의","양호","2","10","0","0","0","서귀포항 내 입구","33|14|41","126|33|35","어선","1.98","어선","29",,
"2012-12-14 19:13","울산","항계내","전복","기상악화","황천5급","1","12","12","12","0","둘산 동방파제 273도 0.5해리","35|28|08","129|23|32","기타","2601",,,,
"2012-12-14 16:25","제주","영해","전복","기상악화","풍랑주의보","1","2","0","0","0","제주시 이호해수욕장 ~ 탑동 해상","0|0|0","0|00|0","요트","0.5",,,,
"2012-12-13 17:30","태안","영해","표류","기타","양호","1","1","0","0","0","충남 태안군 근흥면 목개도 주변해상","000|00|00","000|00|00","기타(레져선박)","0.5",,,,
"2012-12-13 03:00","완도","영해","침수","관리소홀","양호","1","0","0","0","0","전남 완도군 보길도 청별항","34|10|10","126|34|06","화물선","82.67",,,,
"2012-12-12 21:20","창원","항계내","침수","관리소홀","양호","1","0","0","0","0","창원시 진해구 장천 1부두 4번선석","35|07|37","128|41|54","예부선","35",,,,
"2012-12-12 15:00","창원","항계내","기타","운항부주의","양호","1","1","0","0","0","거제 가조도 서방 0.8해리 해상","34|56|00","128|30|00","어선","3.7",,,,
"2012-12-12 09:00","서귀포","영해","추진기장애","운항부주의","양호","1","2","0","0","0","제주도 서귀포 남동방 8해리(33-08.10N 126-40.40E)","33|08|10","126|40|40","어선","3.67",,,,
"2012-12-12 06:28","통영","영해","충돌","운항부주의","양호","2","13","4","2","2","세존도 남서방 1.5해리 해상","34|29|05","128|07|42","어선","9.77","예부선","1197",,
"2012-12-11 17:36","인천","공해","침수","적재불량","양호","1","11","0","0","0","대청도 남서방 35마일","37|18|35","124|19|00","화물선","1996",,,,
"2012-12-11 14:30","군산","영해","기타","운항부주의","양호","3","3","0","0","0","군산시 신시도항 북서쪽 새만금방파제 0.5해리 해상","35|49|50","126|28|50","예부선","21","어선","9.77","어선","6.34"
"2012-12-11 13:00","포항","영해-EEZ","충돌","운항부주의","양호","2","8","0","0","0","강구 동방 14마일","36|21|00","129|40|00","어선","7.93","어선","7.93",,
"2012-12-10 23:55","태안","영해","충돌","운항부주의","양호","2","14","0","0","0","태안군 신진도 남서방 18해리","36|27|0","125|50|0","어선","20","어선","20",,
"2012-12-10 18:50","목포","협수로","추진기장애","운항부주의","양호","1","1","0","0","0","전남 신안군 암태도 ~ 송공 다리 공사 인근 해상","34|47|97","126|13|85","어선","4.92",,,,
"2012-12-10 15:10","포항","영해-EEZ","충돌","운항부주의","양호","2","15","0","0","0","읍천 동방 12마일","35|42|00","129|43|00","기타","1562","어선","29",,
"2012-12-10 15:10","포항","영해-EEZ","충돌","운항부주의","양호","2","15","0","0","0","정자 북동방 13해리","35|40|00","129|44|00","화물선","1562","어선","29",,
"2012-12-09 15:32","통영","항계내","표류","정비불량","양호","1","4","0","0","0","남해군 창선면 대벽리 대초도 인근해상","34|55|55","128|02|32","요트","1.5",,,,
"2012-12-09 11:12","부산","영해","추진기장애","기타","양호","1","3","0","0","0","수영만 요트경기장 아 해상","35|08|60","129|08|37","요트","5",,,,
"2012-12-08 14:25","여수","영해","기타","운항부주의","황천5급","1","1","0","0","0","여수시 남면 화태도 동방 0.35해리","34|35|17","127|44|40","기타","1",,,,
"2012-12-08 13:50","여수","영해","기타","기상악화","풍랑주의보","1","1","0","0","0","여수시 돌산읍 성두항 앞 해상","34|35|12","127|46|44","어선","0.5",,,,
"2012-12-08 08:00","서귀포","영해","추진기장애","운항부주의","양호","1","10","0","0","0","화순 남방 0.5마일","33|14|00","126|19|00","어선","218",,,,
"2012-12-07 16:30","부산","영해","기관고장","정비불량","양호","1","2","0","0","0","부산 송정 남동방 11해리 해상","35|07|00","129|22|53","어선","2.99",,,,
"2012-12-07 05:14","목포","영해-EEZ","충돌","운항부주의","황천4급","2","31","0","0","0","전남 신안군 흑산면 가거도 남동방 약 24해리","33|48|00","125|33|00","어선","39","화물선","53359",,
"2012-12-06 21:21","포항","영해","전복","운항부주의","황천4급","1","1","0","1","0","포항시 남구 호미곶면 구만1리 해병초소 앞 해상","36|04|00","129|34|00","어선","4.99",,,,
"2012-12-06 15:10","평택","협수로","추진기장애","운항부주의","양호","1","4","0","0","0","경기도 화성시 우정읍 입파도 북서방 약 1.5해리","37|06|99","126|30|36","어선","7.93",,,,
"2012-12-06 01:30","서귀포","공해","침수","운항부주의","풍랑주의보","1","8","0","1","0","서귀포 남방 320해리(28-18N, 124-16) 해상","28|18|00","124|16|00","어선","29",,,,
"2012-12-05 00:52","여수","항계내","화재","기타","양호","1","0","0","0","0","여수시 국동 선원회관 앞 부두","34|43|32","127|43|13","어선","22",,,,
"2012-12-04 21:38","여수","영해","기관고장","관리소홀","양호","1","2","0","0","0","고흥군 외매물도 앞 해상","34|35|40","127|30|50","어선","4.18",,,,
"2012-12-04 16:40","군산","항계내","화재","화기취급부주의","풍랑주의보","1","2","0","0","0","군산시 해망동 회센터 앞 부두","35|48|70","126|38|30","예부선","48",,,,
"2012-12-04 16:35","여수","영해","표류","관리소홀","양호","1","3","0","0","0","여수시 소호동 요트경기장 앞 해상","34|44|42","127|39|17","기타(레져선박)","1.5",,,,
"2012-12-04 08:10","인천","협수로","기관고장","정비불량","황천5급","1","5","0","0","0","자월도 서방 3해리","37|16|00","126|13|00","어선","9.16",,,,
"2012-12-03 22:00","군산","항계내","침수","기상악화","풍랑주의보","1","6","0","0","0","군산시 오식도동 군산항 79선석 앞 해상","35|58|50","126|32|60","기타","716",,,,
"2012-12-03 16:54","군산","영해","화재","기타","풍랑주의보","1","5","1","0","0","군산시 옥도면 어청도 남동방 4마일 해상","36|04|00","126|03|00","어선","69",,,,
"2012-12-03 07:35","군산","항계내","화재","기타","풍랑주의보","1","4","0","0","0","군산시 비응도동 비응항내","35|56|60","126|32|10","어선","9.77",,,,
"2012-12-03 03:20","울산","영해","충돌","운항부주의","양호","2","11","0","0","0","당사 동방 1.8해리","35|34|00","129|20|00","화물선","415","어선","13",,
"2012-12-02 22:00","포항","영해","추진기장애","운항부주의","양호","1","5","0","0","0","월포 북동방 10해리","36|15|00","129|39|00","어선","6",,,,
"2012-12-02 11:05","동해","영해","기관고장","재질불량","양호","1","1","0","0","0","장호항 북동방 1.1마일","000|00|00","000|00|00","어선","2.83",,,,
"2012-12-02 07:50","군산","영해-EEZ","타기고장","정비불량","양호","1","18","0","0","0","군산시 옥도면 어청도 북서방 6마일 해상","36|12|37","126|53|75","낚시어선","7.93",,,,
"2012-12-01 23:30","목포","협수로","추진기장애","운항부주의","양호","1","12","0","0","0","전남 진도군 관매도 남방 3해리 해상","34|10|01","126|02|12","화물선","498",,,,
"2012-12-01 09:15","인천","협수로","기관고장","운항부주의","양호","1","20","0","0","0","덕적면 문갑도 남동방 3.5해리","37|08|00","126|07|00","낚시어선","9.77",,,,
"2012-12-01 03:50","제주","영해","기관고장","정비불량","황천5급","1","8","0","0","0","제주 추자도 동방 30해리","33|53|00","126|44|00","어선","69",,,,
"2012-12-01 03:10","부산","항계내","기관고장","정비불량","양호","1","2","0","0","0","서도 남방 1마일 해상","34|57|6","18|59|1","기타","44",,,,
"2012-11-30 14:50","목포","협수로","기관고장","운항부주의","양호","1","2","0","0","0","전남 신안군 자은면 하나배도 북동 1해리","34|54|31","126|06|46","어선","4.58",,,,
"2012-11-30 09:50","태안","영해","침수","관리소홀","양호","1","0","0","0","0","보령시 신흑동 보령항","0|0|0","0|0|0","어선","1.73",,,,
"2012-11-29 18:53","제주","영해","좌초","운항부주의","양호","1","1","0","0","0","제주시 조천읍 신흥리 신흥분교 앞 0.2해리","33|33|05","126|39|54","어선","6.67",,,,
"2012-11-29 17:45","인천","협수로","기관고장","관리소홀","양호","1","1","0","0","0","풍도해상","37|11|50","126|29|60","모터보트","1.5",,,,
"2012-11-29 09:15","동해","영해","추진기장애","재질불량","양호","1","1","0","0","0","삼척시 궁촌항 동방 1마일","000|00|00","000|00|00","어선","2.74",,,,
"2012-11-29 01:20","서귀포","항계내","화재","화기취급부주의","양호","1","0","0","0","0","모슬포항 수협 판매과 앞 부두","33|13|07","126|15|24","어선","39",,,,
"2012-11-28 16:30","목포","영해","표류","정비불량","황천5급","1","3","0","0","0","전남 영광군 낙월면 안마도 북동 7.7해리","35|24|02","126|10|40","예부선","40",,,,
"2012-11-28 15:03","통영","영해","표류","정비불량","양호","1","9","0","0","0","좌사리도 남방 9해리 해상","34|24|62","128|17|35","어선","69",,,,
"2012-11-28 09:30","목포","협수로","화재","기타","양호","2","0","0","0","0","신안군 안좌면 자라도 2구 선착장(다리공사 현장)","34|41|29","126|10|09","어선","2.5","어선","2.5",,
"2012-11-27 20:52","포항","영해","표류","운항부주의","양호","1","4","0","0","0","감포 동방 7.7해리","35|49|00","129|38|00","어선","29",,,,
"2012-11-26 00:10","서귀포","영해","좌초","운항부주의","양호","1","7","0","0","0","민ㆍ군 복합항 건설 현장 내 케이슨 제작장","33|13|62","126|28|00","예부선","45",,,,
"2012-11-25 15:25","군산","영해","기관고장","정비불량","양호","1","1","0","0","0","군산시 옥도면 직도 남서방 5마일 해상","35|49|00","125|59|00","어선","2.99",,,,
"2012-11-24 13:50","인천","협수로","기관고장","정비불량","양호","1","3","0","0","0","옹진군 영흥면 갑죽도 남방 1.5해리","37|11|18","126|26|54","기타","0.2",,,,
"2012-11-24 03:15","여수","영해","기타","기타","황천4급","1","16","0","0","0","여수시 남면 소리도 남방 약 12마일","34|14|00","127|54|00","낚시어선","9.77",,,,
"2012-11-24 02:00","서귀포","EEZ 30마일 이내","기관고장","정비불량","양호","1","9","0","0","0","서귀포 남서방 100해리","31|41|00","125|38|00","어선","29",,,,
"2012-11-23 13:06","울산","영해","좌초","정비불량","양호","1","1","0","0","0","울산 북구 신명동 화암 주상절리 앞 해상","35|38|07","129|26|59","어선","1.07",,,,
"2012-11-23 12:53","울산","영해","추진기장애","기타","양호","1","7","0","0","0","방어진 동방 4.5마일","35|24|90","129|30|68","어선","29",,,,
"2012-11-23 06:42","부산","영해","기관고장","정비불량","양호","1","3","0","0","0","생도 동방 9마일 해상","35|04|46","129|16|60","기타","1130",,,,
"2012-11-23 05:15","동해","영해","기관고장","기타","양호","1","1","0","0","0","임원동방 9마일","000|00|00","000|00|00","어선","4.45",,,,
"2012-11-22 15:34","제주","영해-EEZ","기관고장","정비불량","양호","1","9","0","0","0","제주 차귀도 남서 24해리","33|13|00","125|41|00","어선","15",,,,
"2012-11-22 11:20","동해","영해","기관고장","기타","양호","1","1","0","0","0","임원동방 8마일","000|00|00","000|00|00","낚시어선","2.84",,,,
"2012-11-22 05:20","목포","항계내","침수","기타","양호","1","0","0","0","0","전남 목포시 북항 소형물량장 내","34|48|04","126|21|42","어선","0.86",,,,
"2012-11-22 03:50","군산","영해-EEZ","충돌","운항부주의","양호","2","23","0","0","0","군산시 옥도면 어청도 남서방 17마일 해상","35|54|00","125|44|00","기타","2175","어선","200",,
"2012-11-22 01:30","제주","영해","기관고장","정비불량","양호","1","13","0","0","0","제주 북서방 12해리","33|39|00","126|20|00","어선","24",,,,
"2012-11-21 16:50","서귀포","영해","추진기장애","운항부주의","양호","1","1","0","0","0","우도 남동방 3.3.해리","33|29|00","127|02|00","어선","8.55",,,,
"2012-11-21 11:50","포항","영해","기관고장","기타","양호","1","2","0","0","0","포항 여남감 앞 해상","36|04|35","129|25|24","어선","9.77",,,,
"2012-11-21 07:00","제주","영해","추진기장애","운항부주의","양호","1","5","0","0","0","제주항 북서방 8해리","33|35|00","126|24|00","어선","6.67",,,,
"2012-11-21 04:48","태안","영해","좌초","정비불량","양호","1","3","0","0","0","보령시 오천면 삽시도 ~ 불모도 인근 해상","0|0|0","0|0|0","어선","29",,,,
"2012-11-20 18:00","서귀포","영해-EEZ","타기고장","정비불량","양호","1","9","0","0","0","서귀포항 71해리(32-27N 125-57E)","32|27|00","125|57|00","어선","69",,,,
"2012-11-20 14:00","목포","협수로","추진기장애","운항부주의","양호","1","3","0","0","0","전남 신안군 당사도 남방 1해리","34|51|49","126|10|70","기타","2.5",,,,
"2012-11-20 10:40","여수","영해","기타","운항부주의","양호","2","7","0","0","0","여수시 화양면 백야도 등대 앞 해상","34|36|34","127|39|31","어선","7.93","어선","89",,
"2012-11-20 08:20","동해","영해","좌주","기상악화","황천4급","1","4","0","0","0","강릉시 남항진항 남쪽 해변","037|45|78","128|57|46","기타","413",,,,
"2012-11-19 15:30","속초","항계내","표류","운항부주의","양호","1","3","0","0","0","강원도 양양군 동산 동방 0.5마일 해상","00|00|00","00|00|00","요트","2",,,,
"2012-11-19 06:30","인천","항계내","침수","관리소홀","풍랑주의보","1","0","0","0","0","항동 남항 미래부두 내항","00|00|00","00|00|00","예부선","60.26",,,,
"2012-11-18 21:53","서귀포","영해-EEZ","추진기장애","운항부주의","황천4급","1","9","0","0","0","제주 서귀포 남동방 24해리","33|00|00","126|57|00","어선","29",,,,
"2012-11-18 14:28","부산","항계내","기관고장","정비불량","양호","1","6","0","0","0","가덕도 인근 대죽도 앞 해상","35|1|31","128|46|46","낚시어선","4.99",,,,
"2012-11-18 09:20","군산","영해","추진기장애","운항부주의","양호","1","19","0","0","0","충남 서천군 홍원항 서방 8마일 해상","36|13|00","126|21|00","낚시어선","9.77",,,,
"2012-11-18 08:25","평택","항계내","기관고장","정비불량","양호","1","5","0","0","0","충남 서산시 대산읍 흑어도 북동방 1해리 해상","37|01|54","126|20|24","기타(레져선박)","1.2",,,,
"2012-11-18 06:15","동해","영해","기관고장","기타","양호","1","1","0","0","0","임원동방 5마일","037|12|6","129|24|0","어선","3.59",,,,
"2012-11-17 22:55","동해","영해","좌초","운항부주의","풍랑주의보","1","8","0","1","0","독도 서도 북서방 72m","037|14|6","131|51|8","어선","40",,,,
"2012-11-17 11:25","태안","영해","좌주","운항부주의","양호","1","8","0","0","0","충남 태안군 고남면 탄개항 앞 해상","0|0|0","0|0|0","낚시어선","4.99",,,,
"2012-11-17 10:05","여수","항계내","기타","운항부주의","양호","2","0","0","0","0","광양항계 내 원유부두 앞 입출항 항로상","34|51|06","127|47|08","화물선","42665","화물선","160160",,
"2012-11-17 01:45","서귀포","EEZ 30마일 이내","추진기장애","운항부주의","풍랑주의보","1","9","0","0","0","이어도 동방 25해리(32-08.50N 125-41.00E)","32|58|50","125|41|00","어선","29",,,,
"2012-11-16 22:41","평택","항계내","표류","관리소홀","양호","1","4","0","0","0","선갑도 남동방 4해리","37|03|07","126|09|26","기타","300",,,,
"2012-11-16 19:55","부산","항계내","화재","기타","양호","1","0","0","0","0","부산시 부산대교~영도대교 사이 해상","0|0|0","0|0|0","기타","23",,,,
"2012-11-16 17:10","인천","협수로","침수","기상악화","풍랑주의보","1","3","0","0","0","왕산 해수욕장 앞","37|27|37","126|21|50","예부선","39",,,,
"2012-11-16 12:10","인천","협수로","기관고장","정비불량","양호","1","1","0","0","0","자월도 근해","37|16|30","126|16|40","어선","10",,,,
"2012-11-16 06:50","평택","영해","기관고장","정비불량","양호","1","4","0","0","0","울도 남동방 1해리","37|01|00","126|02|00","어선","7.93",,,,
"2012-11-16 06:40","동해","영해","기관고장","재질불량","양호","1","2","0","0","0","임원동방 12마일","037|11|20","129|29|00","어선","5.49",,,,
"2012-11-15 16:01","부산","항계내","표류","연료고갈","양호","1","2","0","0","0","수영만요트경기장 200m 앞 해상","0|0|0","0|0|0","모터보트","0",,,,
"2012-11-15 15:50","속초","영해-EEZ","기관고장","기타","풍랑주의보","1","11","0","0","0","강원도 고성군 공현진 동방 60해리","38|22|36","129|44|32","어선","45",,,,
"2012-11-15 12:27","제주","EEZ 30마일 이내","추진기장애","운항부주의","황천5급","1","8","0","0","0","제주 차귀도 남서 81해리","32|38|40","124|44|80","예부선","279",,,,
"2012-11-15 07:49","인천","영해","추진기장애","정비불량","양호","1","19","0","0","0","삼목선착장 부근","37|22|00","126|15|40","낚시어선","9.77",,,,
"2012-11-14 08:42","부산","영해-EEZ","기관고장","정비불량","황천4급","1","7","0","0","0","92-9해구(Fix.35-01.60N 129-28.40E)","35|01|60","129|28|40","어선","44",,,,
"2012-11-14 01:49","인천","협수로","침수","기상악화","황천5급","1","3","0","0","0","강화군 내가면 외포리 앞 해상","37|42|09","126|22|26","어선","7.93",,,,
"2012-11-13 04:30","태안","영해","충돌","운항부주의","양호","2","18","0","0","0","태안군 근흥면 신진항 수협위판장 앞 해상","0|0|0","0|0|0","어선","24","어선","29",,
"2012-11-12 11:35","제주","항계내","침수","정비불량","풍랑주의보","1","0","0","0","0","추자도 대서리 포구","0|0|0","0|0|0","낚시어선","4.9",,,,
"2012-11-12 08:50","통영","영해","화재","정비불량","양호","1","10","0","0","0","통영시 동호동 수협 기름바지","34|50|28","128|26|06","어선","79",,,,
"2012-11-11 23:20","제주","영해","좌초","관리소홀","풍랑경보","1","0","0","0","0","제주시 한림읍 귀덕 2리 해안도로 해안가","0|0|0","0|0|0","예부선","357",,,,
"2012-11-11 22:25","부산","항계내","기관고장","정비불량","풍랑주의보","1","1","0","0","0","수영만 요트경기장 남동방 4.3마일 해상","35|06|45","129|14|04","요트","5.35",,,,
"2012-11-11 16:24","통영","영해","전복","운항부주의","풍랑주의보","1","2","0","1","0","사천 신항 앞 해상","00|00|00","00|00|00","예부선","250",,,,
"2012-11-11 14:06","통영","영해","기타","정비불량","양호","1","2","0","0","0","통영시 욕지면 힌작살 해수욕장 앞 0.1해리 해상","34|38|41","128|16|14","기타(레져선박)","1.72",,,,
"2012-11-11 11:35","평택","항계내","기관고장","정비불량","풍랑주의보","1","2","0","0","0","경기도 화성시 제부도 남서방 1. 8해리","37|09|00","126|34|00","기타(레져선박)","2",,,,
"2012-11-10 23:10","제주","영해-EEZ","충돌","운항부주의","풍랑경보","1","9","0","0","0","제주 차귀도 서방 14해리","33|17|00","125|53|00","어선","29",,,,
"2012-11-10 16:14","통영","영해","화재","운항부주의","양호","1","0","0","0","0","홍도북서방 2마일해상","34|36|15","128|43|00","기타","6700",,,,
"2012-11-10 12:15","부산","항계내","기관고장","정비불량","풍랑주의보","1","3","0","0","0","가덕도 외양포 앞 50m 앞 해상","0|0|0","0|0|0","기타(레져선박)","3.29",,,,
