"발생일시","관할해경서","발생해역","발생유형","발생원인","기상특보","사고선박수","구조인원","부상인원","사망인원","실종인원","사고위치","위도","경도","선종1","톤수1","선종2","톤수2","선종3","톤수3"
"2015-12-28 21:39","여수","영해","안전저해","운항부주의","양호","1","7","0","0","0","여수시 남면 소리도 동방 1.7마일 해상","34|26|83","127|47|14","어선","7.93",,,,
"2015-12-28 18:27","인천","영해","기관손상","정비불량","양호","1","5","0","0","0","인천 초치도 동방 약3.4해리 해상","37|19|00","126|11|00","어선","7.93",,,,
"2015-12-28 13:52","목포","영해-EEZ","인명사상","운항부주의","양호","1","10","2","1","0","전남 신안군 홍도 남서방 13.5해리","34|33|42","124|56|29","어선","89",,,,
"2015-12-28 07:00","서귀포","영해","기관손상","정비불량","황천5급","1","15","0","0","0","제주시 우도 동방 4.2해리 해상","33|28|62","126|03|05","낚시어선","9.77",,,,
"2015-12-28 04:00","동해","영해","기관손상","정비불량","양호","1","12","0","0","0","옥계 동방 31해리","37|42|00","129|43|00","어선","53",,,,
"2015-12-28 00:07","서귀포","영해-EEZ","화재","기타","풍랑주의보","1","9","0","0","0","서귀포 남동방 34해리 해상","32|43|97","126|52|16","화물선","1369",,,,
"2015-12-27 18:40","서귀포","영해","화재","정비불량","양호","1","5","0","1","0","서귀포시 성산항 동방 약 7해리 해상","33|28|00","126|04|00","낚시어선","9.77",,,,
"2015-12-27 16:57","여수","항계내","좌초","기상악화","양호","1","73","0","0","0","여수시 돌산읍 우두리 소재 돌산선착장","34|43|43","127|44|15","여객선","1321",,,,
"2015-12-27 15:23","평택","협수로","화재","관리소홀","양호","1","0","0","0","0","충남 당진시 석문면 왜목항 앞 400미터 해상(FIX 37-02N, 126-31E)","37|02|00","126|31|00","어선","7.93",,,,
"2015-12-27 15:20","동해","항계내","접촉","정비불량","양호","1","9","0","0","0","묵호항 11번 선석","37|32|52","129|06|47","화물선","1630",,,,
"2015-12-26 19:30","완도","영해","조난","기타","양호","1","0","0","1","0","전남 완도군 청산도 남동방 100m해상","34|09|28","126|55|08","어선","2.3",,,,
"2015-12-26 16:30","창원","항계내","안전저해","정비불량","양호","1","2","0","0","0","진해구 덕산항 동방 0.3마일 해상","35|08|07","128|41|31","모터보트","0.84",,,,
"2015-12-26 16:16","여수","영해","속구손상","관리소홀","양호","1","4","0","0","0","여수시 남면 화태도 월전항 남동방 0.1마일 해상","34|34|31","127|44|06","낚시어선","2.12",,,,
"2015-12-26 11:52","군산","항계내","침수","적재불량","양호","1","2","0","0","0","군산외항 6부두 SK물양장","35|58|32","126|33|49","예부선","1529",,,,
"2015-12-26 11:13","부산","영해","안전저해","운항부주의","양호","1","3","0","0","0","부산 강서구 신자도 남방 1해리","35|02|14","128|54|47","모터보트","2.9",,,,
"2015-12-26 10:46","부산","영해","기관손상","연료고갈","양호","1","1","0","0","0","부산 태조대 전망대 앞 1해리 해상","35|03|23","129|06|18","모터보트","1.5",,,,
"2015-12-26 09:24","여수","항계내","해양오염","재질불량","양호","1","0","0","0","0","광양항 로로부두~이순신대교~컨테이너부두","34|54|33","127|43|09","화물선","3810",,,,
"2015-12-26 00:30","동해","영해","기관손상","정비불량","양호","1","8","0","0","0","독도 북동방 86해리","38|17|00","133|08|00","어선","69",,,,
"2015-12-25 22:51","여수","영해","화재","기타","양호","1","0","0","0","0","고흥군 포두면 상오마을 오도항 북방 50m 해상","34|34|59","127|24|21","기타","0",,,,
"2015-12-25 16:45","여수","항계내","접촉","운항부주의","양호","1","1","0","0","0","고흥군 도화면 발포리 발포항 선착장","34|28|51","127|20|33","어선","1.29",,,,
"2015-12-25 13:40","제주","영해","기관손상","정비불량","양호","1","1","0","0","0","사수도 남서방 3.6해리","33|53|00","126|34|00","어선","9.77",,,,
"2015-12-25 11:20","목포","항계내","접촉","운항부주의","양호","3","18","0","0","0","전남 목포시 목포구 서방 1해리","34|45|00","126|16|00","어선","29","어선","9.77","어선","9.77"
"2015-12-25 09:00","군산","항계내","침수","관리소홀","양호","1","0","0","0","0","부안군 격포항 내(여객선 정박바지 부근)","35|37|12","126|27|49","어선","7.93",,,,
"2015-12-25 06:30","울산","영해-EEZ","인명사상","기타","양호","1","1","1","0","0","간절곶 동방 51해리","35|23|00","130|24|00","어선","54",,,,
"2015-12-25 06:20","속초","영해","안전저해","운항부주의","양호","1","8","0","0","0","속초 남동방 2.4해리 해상","38|10|55","128|38|28","어선","69",,,,
"2015-12-25 05:30","부산","영해","추진기손상","정비불량","양호","1","4","0","0","0","오륙도 동방 20해리 해상","35|07|00","129|32|00","어선","6.52",,,,
"2015-12-25 04:50","동해","항계내","기관손상","정비불량","양호","1","11","0","0","0","옥계항내","37|37|21","129|03|23","화물선","1590",,,,
"2015-12-24 21:10","창원","항계내","기관손상","정비불량","양호","1","1","0","0","0","창원시 진해구 소재 대죽도 인근해상","35|07|56","128|41|00","어선","0.58",,,,
"2015-12-24 19:42","목포","영해-EEZ","인명사상","운항부주의","양호","1","9","1","0","0","전남 신안군 흑산면 가거도 남서방 31해리","34|44|00","124|37|00","어선","27",,,,
"2015-12-24 17:30","목포","항계내","기관손상","정비불량","양호","1","2","0","0","0","전남 해남군 문내면 임하도 남서방 1.4해리","34|35|40","126|14|44","낚시어선","9.77",,,,
"2015-12-24 16:53","여수","영해","기관손상","정비불량","양호","1","9","0","0","0","여수시 화정면 둔병도 동방 0.8해리 해상","34|37|32","127|34|08","여객선","39",,,,
"2015-12-24 16:12","목포","항계내","기타","운항부주의","양호","1","2","0","0","0","전남 영광군 염산면 우두리 창우항 방파제 입구 200yds","35|15|14","126|18|51","어선","6.27",,,,
"2015-12-24 08:45","완도","영해","기관손상","정비불량","양호","1","20","0","0","0","전남 완도군 여서도 남동방 3해리","34|11|05","126|51|21","낚시어선","9.77",,,,
"2015-12-24 08:40","평택","협수로","기관손상","정비불량","양호","1","5","0","0","0","충남 당진시 석문면 소재 소난지도","37|01|22","126|24|20","여객선","76",,,,
"2015-12-24 05:29","통영","영해","충돌","운항부주의","양호","2","15","0","0","0","경남 통영시 한산면 매물도 동방 6해리","34|39|65","128|43|00","어선","3.93","어선","300",,
"2015-12-23 18:25","울산","영해-EEZ","안전저해","운항부주의","양호","1","6","0","0","0","대변항 동방 43해리","35|13|00","130|06|00","어선","41",,,,
"2015-12-23 17:30","제주","영해-EEZ","기관손상","정비불량","양호","1","8","0","0","0","차귀도 서방 24해리","33|16|00","125|41|00","어선","20",,,,
"2015-12-23 16:30","여수","영해","기관손상","정비불량","양호","1","3","0","0","0","여수시 금오도 용머리 인근 해상","34|32|11","127|41|12","모터보트","4.16",,,,
"2015-12-23 13:32","여수","영해","침수","정비불량","양호","1","1","0","0","0","여수시 돌산읍 신복리 예교 선착장 앞 해상","34|36|24","127|43|56","어선","1",,,,
"2015-12-23 09:45","포항","영해-EEZ","안전저해","운항부주의","양호","1","6","0","0","0","경북 경주 감포 동방 14해리 해상","35|45|00","129|47|00","어선","19",,,,
"2015-12-23 08:15","포항","영해-EEZ","기관손상","정비불량","양호","1","5","0","0","0","경북 경주 대본 동방 20해리 해상","35|44|00","129|46|00","어선","7.93",,,,
"2015-12-23 08:09","목포","항계내","기관손상","정비불량","양호","1","89","0","0","0","전남 목포시 국제부두 앞 해상","34|47|00","126|23|10","여객선","273",,,,
"2015-12-23 07:40","여수","영해","안전저해","운항부주의","양호","1","1","0","0","0","여수시 돌산 동방 해상","34|39|48","127|48|34","모터보트","3",,,,
"2015-12-22 18:35","울산","영해","안전저해","운항부주의","양호","1","4","0","0","0","학리 동방 9해리","35|14|00","129|26|00","어선","6.19",,,,
"2015-12-22 15:33","창원","항계내","충돌","운항부주의","양호","2","14","0","0","0","진해항 탄약부두 앞 해상","35|06|57","128|41|09","기타","3491","어선","4.8",,
"2015-12-22 14:58","여수","영해","해양오염","기타","양호","1","0","0","0","0","여수시 소호동 디오션 리조트 앞 150m 해상","34|49|54","127|38|58","기타","5.6",,,,
"2015-12-22 14:24","제주","영해-EEZ","추진기손상","정비불량","양호","1","2","0","0","0","비양도 북방 19.5","33|43|00","126|21|00","어선","3.99",,,,
"2015-12-22 12:00","목포","영해-EEZ","기관손상","정비불량","양호","1","5","0","0","0","전남 신안군 흑산면 가거도 남서방 25해리","33|57|00","124|39|00","어선","9.77",,,,
"2015-12-22 10:49","포항","영해-EEZ","안전저해","운항부주의","양호","1","9","0","0","0","경북 영덕 대진 동방 41마일 해상","36|32|00","130|18|00","어선","69",,,,
"2015-12-22 10:30","여수","영해","기관손상","정비불량","양호","1","12","0","0","0","여수시 백도 남동방 15해리 해상","33|51|00","127|48|00","낚시어선","9.77",,,,
"2015-12-22 09:22","평택","영해","기관손상","정비불량","저시정","1","3","0","0","0","화성시 서신면 제부도 서방 약 0.8해리 해상","37|10|17","126|35|57","어선","1.97",,,,
"2015-12-22 08:52","울산","영해-EEZ","침수","정비불량","양호","1","4","0","0","0","간절곶 동방 36해리","35|28|08","130|05|57","어선","27",,,,
"2015-12-22 07:25","목포","영해","인명사상","운항부주의","양호","1","1","0","0","1","전남 진도군 조도면 동거차도 남방 1.5해리","34|12|25","125|56|32","어선","4.99",,,,
"2015-12-21 19:00","서귀포","영해","기관손상","정비불량","양호","1","12","0","0","0","서귀포 마라도 남방 8해리 해상","32|59|00","126|18|00","어선","29",,,,
"2015-12-21 13:20","동해","영해","충돌","운항부주의","양호","2","12","0","0","0","정동 북동방 2마일 해상","37|42|00","129|08|73","어선","79.98","어선","6.36",,
"2015-12-21 13:10","통영","영해","기관손상","정비불량","양호","1","4","0","0","0","경남 거제시 해금강 남동방 5해리해상","34|41|15","128|46|33","모터보트","3.45",,,,
"2015-12-21 11:30","여수","영해","키손상","정비불량","양호","1","7","0","0","0","고흥군 봉래면 외나로도 남동방 약 4.5마일 해상","34|22|00","127|36|00","낚시어선","9.77",,,,
"2015-12-21 08:10","창원","영해","충돌","운항부주의","양호","2","4","0","0","0","동두말 남서방 1.7마일 해상","34|57|50","128|48|87","어선","3.8","어선","29",,
"2015-12-21 01:03","포항","영해","좌초","운항부주의","양호","1","2","0","0","0","경북 죽변 봉평해수욕장 10m 앞 해상","37|03|01","129|24|54","어선","9.77",,,,
"2015-12-21 00:29","평택","항계내","해양오염","관리소홀","양호","1","0","0","0","0","대산항 1부두 인근 해상","37|02|50","126|24|30","기타","0",,,,
"2015-12-20 14:25","서귀포","영해","조난","운항부주의","양호","1","2","0","0","0","서귀포시 대정읍 송악산(전망대) 앞 100m 해상","33|11|59","126|17|47","고무보트","0",,,,
"2015-12-20 12:08","태안","영해","안전저해","운항부주의","양호","1","15","0","0","0","충남 태안 격비도 북동방 0.5해리","36|37|00","125|33|00","낚시어선","6.67",,,,
"2015-12-20 06:31","통영","영해","기관손상","정비불량","양호","1","2","0","0","0","경남 통영시 한산면 매물도 동방 3해리","34|38|65","128|38|39","어선","4.99",,,,
"2015-12-20 04:05","포항","영해-EEZ","충돌","운항부주의","황천5급","2","102","0","0","0","경북 구룡포 동방 13해리 해상","36|00|00","129|49|00","어선","42","관공선","2300",,
"2015-12-20 04:00","동해","항계내","충돌","운항부주의","양호","2","3","0","0","0","삼척 궁촌항 앞 100m 해상","37|19|32","129|16|23","예부선","24","어선","1.04",,
"2015-12-20 00:55","여수","영해","추진기손상","운항부주의","양호","1","14","0","0","0","고흥군 거금도 남서방 약 1마일 해상","34|25|34","127|05|79","낚시어선","6.16",,,,
"2015-12-20 00:19","동해","영해","기관손상","정비불량","양호","1","12","0","0","0","울릉도 북서방 49해리","37|50|00","129|50|00","화물선","6418",,,,
"2015-12-19 12:54","제주","영해","기관손상","정비불량","양호","1","3","0","0","0","추자도 북동방 1.5해리","33|58|15","126|20|31","낚시어선","6.67",,,,
"2015-12-19 12:07","포항","영해","기관손상","정비불량","양호","1","1","0","0","0","경북 포항 울진군 근남면 산포리 마을회관 앞200m 해상","36|57|30","129|25|07","어선","0.75",,,,
"2015-12-19 09:40","태안","영해","기관손상","정비불량","양호","1","5","0","0","0","신진도 남방 5해리","36|35|15","126|07|05","어선","12",,,,
"2015-12-19 08:18","동해","영해","기관손상","정비불량","양호","1","10","0","0","0","죽변 동방 10해리","36|55|00","129|35|00","화물선","2215",,,,
"2015-12-19 08:10","포항","영해-EEZ","충돌","운항부주의","황천5급","2","23","0","0","0","경북 경주 감포 북동 16마일 해상","35|51|00","129|50|00","어선","29","화물선","32987",,
"2015-12-19 07:28","창원","항계내","충돌","운항부주의","양호","2","21","0","0","0","진해우도 동방 대아 d공사 부이 동방 약 50미터 해상","35|05|18","128|43|79","어선","4.34","낚시어선","9.77",,
"2015-12-19 02:22","제주","영해-EEZ","화재","정비불량","양호","1","9","1","0","0","차귀도 북서방 32해리","33|46|04","125|48|15","유조선","1683",,,,
"2015-12-18 17:55","포항","영해","키손상","정비불량","양호","1","5","0","0","0","경북 경주 읍천 동방 4.4해리 해상","35|41|00","129|33|00","어선","7.93",,,,
"2015-12-18 16:00","서귀포","외국해역","추진기손상","운항부주의","양호","1","9","0","0","0","일본 대마도 동방 17해리 해상","34|24|00","129|42|00","어선","29",,,,
"2015-12-18 15:13","제주","영해","안전저해","운항부주의","양호","1","4","0","0","0","애월읍 고내포구 북동방 0.3해리","33|28|00","126|20|00","예부선","198",,,,
"2015-12-18 12:00","완도","영해","화재","화기취급부주의","양호","1","6","0","0","0","전남 완도군 청산면 청산도 남동방 1마일 해상","34|10|00","126|57|00","모터보트","2.77",,,,
"2015-12-18 10:35","목포","항계내","침수","관리소홀","양호","1","0","0","0","0","전남 목포시 북항 소형선박물양장 내","34|48|16","126|21|50","어선","0.5",,,,
"2015-12-18 09:13","속초","영해","기관손상","정비불량","양호","1","3","0","0","0","양양군 오산항 동방 1.5해리 해상","38|06|25","128|42|01","어선","13",,,,
"2015-12-18 08:22","여수","영해","안전저해","기타","양호","1","154","0","0","0","고흥 외로도 축정항 앞 해상","34|27|34","127|26|17","여객선","228",,,,
"2015-12-17 18:19","평택","협수로","기타","관리소홀","양호","1","0","0","0","0","충남 당진시 석문면 소재 대호방조제 수문 인근 해상","37|01|40","126|28|07","어선","0.53",,,,
"2015-12-17 17:09","통영","협수로","기관손상","정비불량","양호","1","2","0","0","0","경남 통영시 산양읍 미남리 척포항 남방 0.2해리","34|45|67","128|25|22","어선","1.3",,,,
"2015-12-17 10:49","제주","영해-EEZ","인명사상","기타","풍랑주의보","1","9","0","0","1","차귀도 북서방 29해리","33|37|00","125|41|00","어선","77",,,,
"2015-12-17 10:23","보령","항계내","화재","화기취급부주의","양호","1","0","0","0","0","충남 서천군 서천읍 서천군청 홍원항 소형선 부두","36|09|00","126|30|00","어선","2.99",,,,
"2015-12-17 07:41","울산","영해","기관손상","관리소홀","양호","1","2","0","0","0","간절곶 등대 앞 0.3마일 해상","35|21|32","129|22|07","어선","1.3",,,,
"2015-12-16 23:15","서귀포","영해-EEZ","기관손상","정비불량","풍랑경보","1","15","0","0","0","서귀포시 남방 34해리 해상","32|40|00","126|38|00","유조선","3231",,,,
"2015-12-16 21:43","통영","협수로","침수","정비불량","양호","1","1","0","0","0","통영시 용남면 원평리 원평낚시 앞 굴양식장","34|53|99","128|27|46","기타","0",,,,
"2015-12-16 10:00","목포","항계내","침몰","운항부주의","풍랑주의보","1","4","0","0","0","전남 영광군 한빛원전 앞 약 300해상","35|24|26","126|24|20","예부선","262",,,,
"2015-12-16 09:56","창원","항계내","해양오염","관리소홀","양호","1","0","0","0","0","부산 신항 컨테이너 부두 1번선석","35|04|35","128|49|39","화물선","54214",,,,
"2015-12-16 07:43","서귀포","영해","화재","화기취급부주의","황천5급","1","11","0","0","0","서귀포 남방 6.5해리 해상","33|07|67","126|36|62","화물선","1744",,,,
"2015-12-16 07:30","목포","영해","접촉","운항부주의","황천5급","2","23","0","0","0","전남 신안군 흑산면 가거도 남동방 8해리","33|55|58","125|11|87","어선","69","어선","468",,
"2015-12-16 03:25","목포","항계내","인명사상","기상악화","풍랑주의보","1","1","0","0","1","전남 영광군 홍농읍 한빛원자력 발전소 앞 400~500해상","34|24|10","126|23|56","예부선","19",,,,
"2015-12-15 18:43","제주","영해-EEZ","화재","정비불량","황천5급","1","15","0","0","0","비양도 북서 13해리","33|32|07","126|01|04","화물선","2516",,,,
"2015-12-15 18:40","목포","항계내","추진기손상","정비불량","양호","1","54","0","0","0","전남 신안군 장산도 축강선착장 인근해상","34|37|00","126|11|00","여객선","353",,,,
"2015-12-15 14:04","포항","영해-EEZ","기관손상","정비불량","양호","1","5","0","0","0","경북 영덕 강구 동방 20해리","36|24|00","129|50|00","어선","7.93",,,,
"2015-12-15 13:40","인천","영해","기관손상","정비불량","양호","1","2","0","0","0","인천 옹진군 영흥면 남서방 4.5해리","37|09|00","126|23|00","어선","9.77",,,,
"2015-12-15 13:14","울산","항계내","해양오염","기타","양호","1","0","0","0","0","울산화력발전소 앞 해상","35|28|04","129|22|58","기타","12000",,,,
"2015-12-15 12:27","평택","영해","기관손상","정비불량","양호","1","2","0","0","0","경기 화성시 우정읍 입파도 도선부표 인근 해안가(FIX 37-06N, 126-32E)","37|06|00","126|32|00","모터보트","0.77",,,,
"2015-12-15 09:56","포항","항계내","좌초","운항부주의","양호","1","6","0","0","0","경북 포항시 남구 구룡포 북방파제 끝단 외측 10미터 해상","35|59|11","129|33|29","어선","9.77",,,,
"2015-12-15 09:30","목포","영해-EEZ","인명사상","운항부주의","양호","2","20","2","0","0","전남 신안군 흑산면 홍도 북서방 20해리","34|54|00","124|50|00","어선","106","어선","106",,
"2015-12-15 08:44","제주","영해-EEZ","안전저해","운항부주의","황천5급","1","13","0","0","0","차귀도 남서방 25해리","32|57|08","125|50|09","어선","39",,,,
"2015-12-15 08:12","목포","항계내","기관손상","정비불량","양호","1","2","0","0","0","전남 신안군 장산도 동방 2.7해리","34|39|20","126|14|33","여객선","86",,,,
"2015-12-15 07:31","여수","영해","안전저해","운항부주의","양호","1","2","0","0","0","여수시 남면 소리도 서방 4마일 해상","34|26|00","127|41|00","요트","19",,,,
"2015-12-15 06:38","울산","영해","기관손상","정비불량","양호","1","6","0","0","0","동구 주전 동방 6.5해리","35|34|64","129|36|10","어선","7.93",,,,
"2015-12-15 01:00","목포","영해","접촉","운항부주의","양호","2","40","0","0","0","전남 신안군 흑산면 가거도 남동방 27해리","33|53|00","125|39|00","어선","86","화물선","31027",,
"2015-12-14 21:20","부산","항계내","폭발","화기취급부주의","양호","1","0","0","0","1","부산 5부두","35|07|17","129|02|57","유조선","721.27",,,,
"2015-12-14 16:32","통영","영해","충돌","운항부주의","양호","2","8","0","0","0","경남 통영시 욕지면 욕지도 북방 3해리","34|41|33","128|16|69","어선","9.77","낚시어선","2.8",,
"2015-12-14 16:00","동해","영해","기관손상","정비불량","양호","1","3","0","0","0","울릉 남서방 25해리","37|11|03","130|23|07","어선","9.77",,,,
"2015-12-14 13:55","서귀포","영해","키손상","정비불량","양호","1","6","0","0","0","서귀포 남동방 12해리 해상","33|07|00","126|44|00","어선","9.77",,,,
"2015-12-14 10:50","여수","협수로","기관손상","정비불량","양호","1","11","0","0","0","여수시 남면 화태도 동방 약 200미터 해상","34|35|9","127|44|30","낚시어선","9.77",,,,
"2015-12-14 10:33","부산","항계내","화재","화기취급부주의","양호","1","0","0","0","0","부산 사하구 감천항 51번석","35|04|54","128|59|40","어선","749",,,,
"2015-12-14 09:30","군산","협수로","좌초","운항부주의","양호","1","3","0","0","0","군산시 옥도면 방축도 동쪽 해상","35|51|18","126|23|13","유조선","102",,,,
"2015-12-14 05:30","부산","영해","기관손상","정비불량","양호","1","2","0","0","0","송정항 남서방 약 1마일 해상","35|09|48","129|12|07","어선","2.11",,,,
"2015-12-14 03:00","목포","영해","기관손상","관리소홀","양호","1","11","0","0","0","전남 진도군 병풍도 남방 7해리","34|01|00","125|58|00","어선","23",,,,
"2015-12-13 16:37","제주","영해","기관손상","정비불량","양호","1","9","0","0","0","한림항 북방 4.4해리","33|29|00","126|15|00","어선","24",,,,
"2015-12-13 12:35","평택","협수로","기관손상","정비불량","양호","1","22","0","0","0","평택당진항 방도 묘박지","37|01|00","126|44|00","기타","59060",,,,
"2015-12-13 12:09","서귀포","영해","기관손상","연료고갈","양호","1","2","0","0","0","서귀포시 안덕면 사계리 방파제~형제섬 중간 해상","33|13|04","126|18|37","고무보트","0",,,,
"2015-12-13 10:17","창원","항계내","침수","관리소홀","양호","1","3","0","0","0","창원시 마산 합포구 오동동 소재 권현망부두","35|12|09","128|34|51","예부선","64",,,,
"2015-12-13 09:24","인천","영해","기관손상","정비불량","양호","1","6","0","0","0","인천 중구 무의동 팔미도 서방 1해리 해상","37|21|05","126|29|40","어선","2.83",,,,
"2015-12-13 06:20","울산","항계내","충돌","운항부주의","양호","2","0","0","0","0","울산 동구 방어진항 내(구 세광조선소 앞 100m 해상))","35|29|01","129|25|39","어선","7.93","예부선","0",,
"2015-12-13 05:04","포항","항계내","전복","운항부주의","양호","1","2","0","0","0","경북 영덕 노물리항 방파제 입구","36|26|39","129|26|09","어선","2.48",,,,
"2015-12-13 05:00","서귀포","영해-EEZ","기관손상","정비불량","양호","1","10","0","0","0","서귀포 마라도 남서방 25해리 해상","32|43|00","126|06|50","어선","44",,,,
"2015-12-12 18:02","통영","협수로","기관손상","정비불량","양호","1","7","0","0","0","경남 거제시 산달도 서방 0.1마일해상","34|49|00","128|31|00","낚시어선","2.9",,,,
"2015-12-12 16:41","여수","영해","해양오염","기타","양호","1","0","0","0","0","여수시 신덕동 오일허브코리아부두 앞 해상","34|49|41","127|46|56","기타","0",,,,
"2015-12-12 13:00","부산","영해","인명사상","기타","양호","1","2","0","0","1","신자도 남방 약 0.4해리","35|02|30","128|55|24","어선","3",,,,
"2015-12-12 08:12","통영","영해","기관손상","정비불량","양호","1","2","0","0","0","경남 통영시 매물도 남서방 8해리 해상","34|29|78","128|28|48","어선","3.35",,,,
"2015-12-11 19:45","여수","영해","추진기손상","정비불량","양호","1","4","0","0","0","여수시 남면 소리도 북방 신강수로","34|28|11","127|48|23","예부선","123",,,,
"2015-12-11 14:00","통영","영해","기타","관리소홀","양호","1","0","0","0","0","경남 통영시 산양읍 풍화리 오비도 남방 0.1해리","34|48|76","128|21|37","어선","1.86",,,,
"2015-12-11 07:54","여수","항계내","침수","기타","양호","1","0","0","0","0","여수시 돌산읍 군내항 위판장","34|36|53","127|43|22","어선","4.02",,,,
"2015-12-11 03:36","포항","영해-EEZ","화재","정비불량","풍랑경보","1","11","0","0","0","경북 영덕 축산동방 15마일","36|30|00","129|46|00","어선","27",,,,
"2015-12-11 01:00","제주","영해-EEZ","안전저해","운항부주의","황천4급","1","14","0","0","0","차귀도 북서방 40해리","33|37|5","125|26|6","어선","39",,,,
"2015-12-10 23:08","포항","영해-EEZ","인명사상","운항부주의","황천5급","1","5","1","0","0","경북 후포 동방 18마일 해상","36|41|00","129|51|00","어선","24",,,,
"2015-12-10 14:25","여수","영해","기관손상","정비불량","양호","1","1","0","0","0","여수시 남면 금오도 서방 4.6마일 해상","34|24|48","127|41|37","어선","2.94",,,,
"2015-12-10 13:15","여수","영해","안전저해","운항부주의","양호","1","3","0","0","0","소리도 서방 4.2마일 해상","34|27|63","127|42|63","요트","15",,,,
"2015-12-10 10:14","제주","항계내","화재","기타","양호","1","1","1","0","0","제주항 어선부두","33|31|07","126|31|44","어선","7.31",,,,
"2015-12-10 09:37","서귀포","영해","침수","정비불량","양호","1","1","0","0","0","서귀포시 모슬포항 앞 2해리","33|12|00","126|15|00","어선","9.77",,,,
"2015-12-10 05:00","군산","영해","안전저해","운항부주의","양호","1","4","0","0","0","군산시 옥도면 어청도 서방 18해리 해상","36|03|00","125|37|00","어선","9.77",,,,
"2015-12-10 04:16","동해","영해","충돌","운항부주의","양호","2","4","0","0","0","임원말 동방 0.5마일 해상","37|14|15","129|21|33","어선","21","어선","1.29",,
"2015-12-10 01:09","보령","영해","충돌","운항부주의","양호","2","32","0","0","0","충남 보령시 오천면 보령항 A-3 묘박지 (36-18.43N 126-27.13E)","36|18|43","126|27|13","화물선","76068","어선","69",,
"2015-12-09 16:57","제주","영해","좌초","운항부주의","양호","1","2","0","0","0","추자 수영여 인근해상","33|56|00","126|17|00","어선","3.77",,,,
"2015-12-09 13:50","부산","영해","기관손상","정비불량","양호","1","1","0","0","0","부산 솔섬 앞 100m 해상","35|02|06","128|58|21","어선","1.55",,,,
