"발생일시","관할해경서","발생해역","발생유형","발생원인","기상특보","사고선박수","구조인원","부상인원","사망인원","실종인원","사고위치","위도","경도","선종1","톤수1","선종2","톤수2","선종3","톤수3"
"2014-12-30 01:54","여수","영해","기관손상","정비불량","양호","1","3","0","0","0","전남 여수시 삼산면 상백도 동방 1해리 해상","34|03|69","127|36|35","어선","9.77",,,,
"2014-12-29 19:25","여수","영해","기관손상","기타","양호","1","9","0","0","0","전남 여수시 문서 북서방 1.7마일 해상","34|10|00","127|32|00","화물선","878",,,,
"2014-12-29 13:50","포항","영해","충돌","운항부주의","양호","2","16","0","0","0","포항시 남구 구룡포읍 구룡포 동방 약 3.8마일 해상","35|58|24","129|38|48","화물선","1496","어선","43",,
"2014-12-29 07:40","속초","영해","충돌","운항부주의","양호","2","3","0","0","0","속초 대포항 동방 1.6마일 해상","38|10|28","128|38|47","어선","2.98","어선","3.51",,
"2014-12-29 05:50","태안","영해","운항저해","기타","양호","1","22","0","0","0","충남 태안군 석도 남동방 9.5해리","36|29|00","125|47|00","낚시어선","9.77",,,,
"2014-12-28 11:04","인천","영해","운항저해","기타","양호","1","100","0","0","0","인천 옹진군 덕적도 북서방 7해리","37|22|00","126|02|23","여객선","573",,,,
"2014-12-28 02:30","창원","항계내","침수","관리소홀","양호","1","0","0","0","0","창원시 진해구 속천수협 위판장 앞 계류장","35|08|30","128|40|22","어선","3.59",,,,
"2014-12-28 00:21","부산","영해","충돌","운항부주의","양호","2","32","0","0","0","부산 목도 남동방 1.9해리 해상","34|57|23","129|00|44","화물선","21611","화물선","2496",,
"2014-12-27 21:30","목포","영해","좌초","운항부주의","양호","1","8","0","0","0","전남 신안군 흑산면 가거도 북방 2.3해리","34|08|00","125|07|00","어선","24",,,,
"2014-12-27 20:49","여수","항계내","인명사상","기타","양호","1","0","1","1","0","전남 광양시 광양컨테이너 3-2부두 접안중인 K.JASPER호","34|57|48","127|45|56","화물선","33.02",,,,
"2014-12-27 15:55","평택","협수로","기관손상","정비불량","양호","1","2","0","0","0","경기 안산시 단원구 풍도 동방 3마일 해상","37|06|76","126|26|88","모터보트","1",,,,
"2014-12-27 15:00","여수","영해","운항저해","관리소홀","양호","1","1","0","0","0","전남 여수시 삼산면 초도리 중결도 북서방 약 0.3마일 해상","34|19|00","127|22|00","어선","7.31",,,,
"2014-12-27 08:25","목포","항계내","화재","기타","양호","1","3","0","0","0","전남 목포 신항 한라시멘트 앞 해상","34|45|28","126|21|09","어선","12",,,,
"2014-12-27 02:40","포항","영해-EEZ","키손상","기타","양호","1","4","0","0","0","경북 포항시 남구 호미곶 면 호미곶 북동 19마일 해상","36|19|00","129|49|00","어선","7.93",,,,
"2014-12-26 07:00","완도","영해","키손상","정비불량","양호","1","1","0","0","0","전남 완도군 고금면 회룡리 남방 약 1해리 해상","34|21|90","126|47|80","어선","0.66",,,,
"2014-12-25 19:40","부산","항계내","추진기손상","운항부주의","양호","1","6","0","0","0","부산 해운대 청사포항 남동방 0.45마일 해상","35|09|29","129|11|55","낚시어선","2.99",,,,
"2014-12-25 11:46","부산","항계내","전복","기상악화","황천5급","1","1","0","0","0","부산 청사포 남동방 5마일 해상","35|07|00","129|16|00","어선","1.55",,,,
"2014-12-25 09:14","완도","영해","기타","기타","양호","1","1","0","0","0","전남 진도군 의신면 금오도 동방 1.5마일 해상","34|24|00","126|24|00","기타","0.91",,,,
"2014-12-25 04:36","제주","영해","안전저해","운항부주의","황천5급","1","12","0","0","0","추자도 남서방 12해리(FIX 33-45N 126-14E)","33|45|00","126|14|00","어선","29",,,,
"2014-12-24 23:20","울산","영해-EEZ","기관손상","정비불량","양호","1","9","0","0","0","울산광역시 울주군 서생면 간절곶 동방 37해리 해상","35|21|00","130|08|00","어선","29",,,,
"2014-12-24 17:19","제주","영해","기관손상","정비불량","황천5급","1","13","0","0","0","비양도 북서방 17해리/약31km(FIX 33-33N 125-56E)","33|33|00","125|56|00","어선","24",,,,
"2014-12-24 15:20","통영","영해","기관손상","정비불량","양호","1","70","0","0","0","거제시 일운면 옥림리 지심도 남서방 0.5해리","34|48|32","128|44|17","유도선","29",,,,
"2014-12-24 10:30","서귀포","항계내","침수","관리소홀","양호","1","0","0","0","0","제주도 서귀포시 남원포구","33|17|00","126|43|00","모터보트","0.5",,,,
"2014-12-24 10:00","제주","영해","추진기손상","정비불량","양호","1","2","0","0","0","제주시 화도 북서방 4.6해리(FIX 33-48.80N 126-19.30E)","33|48|80","126|19|30","어선","5.78",,,,
"2014-12-24 09:00","서귀포","외국해역","인명사상","기타","양호","1","1","0","0","0","서귀포 남서방 385해리","27|40|00","123|10|00","어선","29",,,,
"2014-12-24 01:23","목포","협수로","시설물손상","운항부주의","양호","2","14","0","0","0","전남 신안군 암태도 동방 1.4해리","34|51|29","126|10|19","화물선","2680","예부선","161",,
"2014-12-23 16:06","포항","항계내","운항저해","기타","양호","1","1","0","0","0","경북 포항시 호미곶면 호미곶 교석초 동방 약 1마일해상","36|06|00","129|32|06","요트","5.08",,,,
"2014-12-23 08:00","제주","영해","안전저해","운항부주의","양호","1","2","0","0","0","제주 북서방 14해리(33-42N,126-22E(222-6해구))","33|42|00","126|22|00","어선","8.55",,,,
"2014-12-23 05:40","평택","영해","충돌","운항부주의","양호","2","25","0","0","0","인천 옹진군 덕적면 소재 백아도 서방 13.1해리 해상","37|03|00","125|40|00","어선","16","화물선","8574",,
"2014-12-23 05:00","목포","영해","인명사상","관리소홀","저시정","1","25","1","0","0","전남 신안군 흑산면 가거도 남동방 9해리 해상","33|58|00","125|17|00","어선","129",,,,
"2014-12-23 04:14","창원","항계내","기관손상","운항부주의","양호","1","6","0","0","0","부산시 강서구 대항동 새바지 인근 해안가","35|00|56","128|50|08","낚시어선","4.91",,,,
"2014-12-22 22:30","목포","영해","인명사상","기타","황천4급","1","7","1","0","0","전남 신안군 흑산면 가거도 남동방 12해리 해상","33|53|00","125|13|00","어선","233",,,,
"2014-12-22 14:05","울산","영해-EEZ","인명사상","기타","풍랑주의보","1","0","0","1","0","울산광역시 북구 정자동 정자항 동방 16해리 해상","35|37|00","129|47|00","화물선","28160",,,,
"2014-12-22 09:33","창원","항계내","전복","기타","양호","1","0","0","1","0","부산 가덕도 신항 동방파제 앞 해상","35|02|94","128|47|38","어선","1",,,,
"2014-12-22 04:27","서귀포","항계내","좌초","운항부주의","양호","1","2","0","0","0","서귀포시 강정포구 내","33|13|36","126|28|37","어선","6.21",,,,
"2014-12-22 00:40","부산","영해-EEZ","기관손상","정비불량","황천5급","1","6","0","0","0","부산 태종대 남방 약 15.7마일 해상","34|47|07","129|07|52","어선","29",,,,
"2014-12-21 20:28","여수","영해","조난","기상악화","양호","1","4","0","0","0","일본 시모노세끼 서방 약 26해리 근해","34|02|25","130|21|95","유도선","72.95",,,,
"2014-12-21 20:08","포항","EEZ 30마일 이내","기관손상","정비불량","황천4급","1","14","0","0","0","경북 울진군 후포면 후포항 동방 약 50마일","36|33|00","130|29|00","어선","29",,,,
"2014-12-21 15:45","평택","영해","인명사상","기타","양호","1","0","0","1","0","국제여객선 그랜드피스호 선내","00|00|00","00|00|00","여객선","24112",,,,
"2014-12-21 15:10","여수","영해","기관손상","기타","양호","1","2","0","0","0","전남 여수시 돌산읍 백포 앞 해상","34|36|99","127|47|92","낚시어선","1.61",,,,
"2014-12-21 05:00","목포","영해","충돌","운항부주의","풍랑주의보","1","15","0","0","0","전남 신안군 흑산면 가거도 항 내","34|03|00","125|07|33","어선","51",,,,
"2014-12-20 20:00","제주","영해","안전저해","운항부주의","황천3급","1","11","0","0","0","33-42N, 126-03E(비양도 북서 19해리/35km)","33|42|00","126|03|00","어선","20",,,,
"2014-12-20 15:34","부산","항계내","조난","연료고갈","양호","1","2","0","0","0","부산 사하구 감천 두도 앞 해상","35|00|70","129|01|24","어선","2.99",,,,
"2014-12-20 14:18","완도","영해","키손상","관리소홀","양호","1","1","0","0","0","전남 완도군 완도읍 대야리 앞 해상","34|23|14","126|43|04","유도선","7.31",,,,
"2014-12-20 13:03","통영","영해","기관손상","정비불량","양호","1","1","0","0","0","통영시 산양읍 태도 북동방 0.8해리","34|50|59","128|20|14","어선","2.95",,,,
"2014-12-20 06:12","제주","영해","인명사상","기타","황천5급","1","7","0","1","0","미상","33|27|40","126|13|00","어선","85",,,,
"2014-12-19 14:46","완도","영해","전복","기타","양호","1","2","0","0","0","전남 진도군 고금면 내산리 앞 0.5해리","34|30|00","126|23|00","기타","0.98",,,,
"2014-12-19 10:07","완도","영해","인명사상","기타","양호","1","1","1","1","0","전남 완도군 보길도 남방 1.3마일 해상","34|06|01","126|31|20","어선","6.67",,,,
"2014-12-18 21:00","제주","영해-EEZ","운항저해","운항부주의","황천5급","1","11","0","0","0","차귀도 서방 49해리","33|12|00","125|11|00","어선","76",,,,
"2014-12-18 19:00","서귀포","공해","기관손상","정비불량","양호","1","10","0","0","0","서귀포 남서방 350해리","28|00|00","123|45|00","어선","29",,,,
"2014-12-18 11:05","여수","영해","인명사상","기타","양호","1","20","0","0","1","전남 여수시 삼산면 거문도 남동방 45마일 해상","33|29|90","127|57|70","화물선","19801",,,,
"2014-12-18 01:26","서귀포","영해","침수","정비불량","풍랑주의보","1","10","0","0","0","마라도 남동방 8해리","32|59|83","126|20|47","어선","29",,,,
"2014-12-17 15:00","평택","항계내","전복","관리소홀","양호","1","0","0","0","0","충남 당진시 소재 운정포구 앞 해상","36|55|46","126|48|29","어선","2.07",,,,
"2014-12-17 13:15","완도","영해","접촉","운항부주의","황천5급","2","0","0","0","0","전남 완도군 소안도 남동방 3.5해리","34|03|00","126|38|00","유조선","1259","어선","0",,
"2014-12-17 07:53","통영","영해","기타","관리소홀","양호","1","1","0","0","0","거제시 남부면 근포마을 북서방 100m 해상","34|43|50","128|35|00","예부선","350",,,,
"2014-12-16 23:07","목포","영해","인명사상","기타","풍랑주의보","1","16","0","0","0","전남 신안군 흑산면 가거도 남서 3.5해리","33|59|00","125|08|00","어선","150",,,,
"2014-12-16 13:30","제주","영해","안전저해","운항부주의","풍랑주의보","1","4","0","0","0","추자도 남동방 3.4해리(33-54N, 126-22E)","33|54|00","126|22|00","어선","7.93",,,,
"2014-12-16 12:25","창원","영해","조난","기상악화","풍랑주의보","1","2","0","0","0","거제 칠전도 북서방 0.4마일 해상","35|01|10","128|37|80","화물선","3525",,,,
"2014-12-16 10:05","목포","영해","인명사상","기타","풍랑경보","1","17","0","0","0","전남 신안군 흑산면 가거도 남방 0.2해리 해상","34|02|00","125|07|00","어선","100",,,,
"2014-12-16 07:00","평택","협수로","좌초","운항부주의","양호","1","0","0","0","0","충남 당진시 송산면 소재 석문방조제 중간선착장(마섬포구)","37|01|36","126|34|15","어선","9.77",,,,
"2014-12-15 09:37","부산","영해","조난","운항부주의","양호","1","1","0","0","0","남형제도 남동방 0.5마일 해상","34|55|41","128|58|58","어선","2.17",,,,
"2014-12-15 08:34","여수","영해","침수","관리소홀","양호","1","2","0","0","0","전남 고흥군 도덕면 용동리 용동선착장 앞 200미터 해상","34|37|33","127|10|37","어선","2.99",,,,
"2014-12-14 17:20","창원","영해","기관손상","정비불량","양호","1","4","0","0","0","저도 북방0.5마일","35|01|67","128|44|98","모터보트","1.5",,,,
"2014-12-14 17:00","포항","영해","화재","기타","황천5급","1","5","0","0","0","경북 포항시 남구 장기면 모포 동방 8.7마일 해상","35|55|29","129|42|19","어선","5.85",,,,
"2014-12-14 11:27","여수","영해","추진기손상","정비불량","양호","1","5","0","0","0","전남 여수시 돌산읍 향일암 앞 0.2마일 해상","34|34|42","127|48|19","모터보트","3.3",,,,
"2014-12-14 11:26","창원","항계내","접촉","운항부주의","양호","1","1","0","0","0","마산 연안여객선터미널 부두(가고파 부두)","35|11|18","128|33|58","예부선","368",,,,
"2014-12-14 09:00","목포","항계내","전복","관리소홀","양호","1","0","0","0","0","전남 해남군 문내면 우수영 선착장","34|34|25","126|18|24","어선","0.75",,,,
"2014-12-14 08:50","통영","영해","기관손상","기타","양호","1","11","0","0","0","거제시 북여도 북서방 약 0.6M’","34|41|61","128|45|53","낚시어선","5.72",,,,
"2014-12-13 21:00","서귀포","영해-EEZ","키손상","정비불량","풍랑주의보","1","9","0","0","0","서귀포 남동방 33해리","32|44|00","126|51|00","어선","48",,,,
"2014-12-13 10:30","포항","항계내","침수","관리소홀","양호","1","0","0","0","0","경북 영덕군 강구면 강구항 내 풍물어시장 앞 어선 계류장","36|21|31","129|23|06","어선","0.82",,,,
"2014-12-12 23:00","서귀포","영해-EEZ","키손상","정비불량","풍랑주의보","1","9","0","0","0","성산포 남동방 31해리","33|13|00","127|28|00","어선","29",,,,
"2014-12-12 16:50","통영","영해","화재","화기취급부주의","양호","1","1","0","0","0","통영시 도산면 읍도 북서방 0.4마일","34|55|83","128|18|81","어선","1.42",,,,
"2014-12-12 16:33","통영","협수로","기타","운항부주의","양호","1","1","0","0","0","통영시 해간도 북동방 0.2해리","34|52|31","128|28|26","어선","13",,,,
"2014-12-12 16:30","여수","영해","추진기손상","정비불량","양호","1","1","0","0","0","전남 여수시 대횡간도 동방 약 50m 해상","34|35|40","127|45|05","기타","0.5",,,,
"2014-12-12 07:10","완도","항계내","인명사상","기타","양호","1","0","0","1","0","완도군 금일읍 척치리 독바마을 선착장","34|22|28","127|01|28","어선","1.85",,,,
"2014-12-12 05:00","포항","항계내","기관손상","정비불량","양호","1","5","0","0","0","포항시 북구 영일만항 남동방 2.45마일","36|04|28","129|28|44","어선","7.93",,,,
"2014-12-11 17:48","통영","항계내","침수","기타","양호","1","0","0","0","0","거제시 학동 수산마을 앞 해상","34|46|20","128|38|33","기타","29",,,,
"2014-12-11 14:16","군산","영해","침수","기상악화","황천5급","1","9","0","0","0","전북 군산시 방축도 북동방 2마일","35|51|36","126|25|58","예부선","792",,,,
"2014-12-11 12:00","포항","영해","기관손상","정비불량","양호","1","2","0","0","0","경북 경주시 양남면 읍천 동방 14마일 해상","35|42|34","129|42|8","어선","7.93",,,,
"2014-12-11 11:05","통영","협수로","화재","정비불량","양호","1","1","0","0","0","통영시 욕지면 욕지항 입구 방파제 근해상","34|38|30","128|16|62","어선","1.99",,,,
"2014-12-11 10:31","통영","영해","기타","기타","양호","1","27","0","0","0","통영시 외부지도 남방 0.5마일해상","34|41|37","128|23|18","기타","333",,,,
"2014-12-11 09:30","제주","영해-EEZ","화재","화기취급부주의","풍랑주의보","1","2","0","0","5","제주 차귀도 남서방 96해리 (32-30N 124-30E)","32|30|00","124|30|00","어선","56",,,,
"2014-12-11 08:00","통영","협수로","좌초","운항부주의","양호","1","1","1","0","0","통영 사량면 읍덕리 덕동 앞 암초표지용 등대 내측 약 300미터 해상","34|50|02","128|12|82","어선","1.96",,,,
"2014-12-11 01:40","서귀포","영해","충돌","운항부주의","양호","2","22","0","0","0","표선 동방 2.5해리","33|20|00","126|53|00","어선","6.53","관공선","885",,
"2014-12-10 17:36","목포","항계내","화재","관리소홀","풍랑주의보","1","0","0","0","0","전남 목포시 동명항","34|47|09","126|23|27","어선","7.93",,,,
"2014-12-10 14:45","동해","영해","기관손상","기타","양호","1","2","0","0","0","대진항 북방 2M 해상","37|36|66","129|07|85","고무보트","1.94",,,,
"2014-12-10 05:40","제주","영해-EEZ","안전저해","운항부주의","양호","1","10","0","0","0","비양도 북서방 44해리(FIX 33-40N 125-24E)","33|40|00","125|24|00","어선","9.77",,,,
"2014-12-10 03:59","태안","영해","침수","기타","풍랑주의보","1","4","0","0","0","충남 태안군 모항항 서방 1.8해리","36|42|00","126|04|00","기타","53",,,,
"2014-12-10 02:26","울산","영해","기관손상","정비불량","양호","1","12","0","0","0","울산시 북구 정자항 동방 8해리 해상","35|32|00","130|05|00","어선","55",,,,
"2014-12-09 21:15","여수","영해","기타","관리소홀","양호","1","1","0","0","0","경남 남해군 대도 동방 0.5마일 해상","34|40|73","127|57|56","어선","1.88",,,,
"2014-12-09 15:48","통영","영해","기관손상","운항부주의","양호","1","1","1","0","0","통영시 산양읍 곤리리 곤리도 서방 0.7마일","34|46|80","128|20|60","어선","4.2",,,,
"2014-12-09 15:02","평택","협수로","운항저해","정비불량","양호","1","1","0","0","0","경기 화성시 서신면 중앙천퇴 인근해상","37|03|26","126|38|17","어선","2.98",,,,
"2014-12-09 11:13","포항","영해","기관손상","정비불량","황천5급","1","6","0","0","0","경북 경주시 양남면 읍천 동방 17마일 해상","35|40|36","129|49|03","어선","11",,,,
"2014-12-09 09:02","완도","영해","접촉","운항부주의","양호","2","19","0","0","0","전남 완도군 보길도 남방 약 2.3해리 해상","34|05|00","126|29|00","화물선","9522","어선","6.67",,
"2014-12-08 14:06","제주","항계내","좌초","운항부주의","황천5급","1","1","0","0","0","김녕항 앞","33|33|30","126|44|20","예부선","720",,,,
"2014-12-08 08:12","보령","협수로","침수","정비불량","양호","1","1","1","0","0","보령시 오천면 삽시도 북동방 0.7해리","36|21|39","126|22|26","어선","4.73",,,,
"2014-12-08 07:00","완도","영해","좌초","운항부주의","양호","1","4","0","0","0","전남 완도군 청산도 서방 5.2마일 불근도 인근해상","34|08|56","126|44|46","어선","5.4",,,,
"2014-12-08 05:50","제주","영해-EEZ","안전저해","운항부주의","황천5급","1","13","0","0","0","차귀도 서방 33해리(G/FIX 33-21N 125-28E)","33|21|00","125|28|00","어선","29",,,,
"2014-12-08 05:50","제주","영해","안전저해","운항부주의","황천5급","1","8","0","0","0","제주항 북방 11해리(FIX 33-42N 126-28E)","33|42|00","126|28|00","어선","29",,,,
"2014-12-08 03:20","포항","영해","좌초","운항부주의","양호","1","9","0","0","0","경북 포항시 남구 호미곶면 대보1리 해안가 앞 30m해상","36|03|45","129|34|31","어선","45",,,,
"2014-12-08 02:20","목포","협수로","인명사상","운항부주의","양호","1","0","0","0","1","전남 신안군 압해읍 고이도 선착장 남동방 1해리 해상","34|56|42","126|18|12","어선","0.71",,,,
"2014-12-07 11:20","울산","항계내","키손상","정비불량","양호","1","4","0","0","0","울산광역시 남구 매암동 울산항 일반부두 횟집단지 인근 해상","35|30|34","129|23|25","어선","3.71",,,,
"2014-12-06 21:40","울산","항계내","화재","기타","양호","4","0","0","0","0","울산광역시 남구 황성동 용연 성외항","35|27|71","129|21|27","어선","3","기타","1","기타","1"
"2014-12-06 08:20","목포","항계내","침수","관리소홀","양호","1","0","0","0","0","전남 진도군 팽목항 팽목횟집 앞 해상","34|22|40","126|08|25","어선","1.53",,,,
"2014-12-06 07:03","서귀포","항계내","침수","관리소홀","황천5급","1","0","0","0","0","서귀포시 안덕면 사계 포구","33|13|39","126|18|27","어선","3.51",,,,
"2014-12-06 06:27","인천","협수로","기관손상","정비불량","황천5급","1","3","0","0","0","인천시 중구 무의도 남동방 1.5마일","37|21|00","126|26|00","어선","7.93",,,,
"2014-12-05 21:30","포항","영해-EEZ","운항저해","기타","풍랑주의보","1","5","0","0","0","포항시 북구 흥해읍 창포 동방 23마일","36|25|01","129|54|57","어선","6.37",,,,
"2014-12-05 12:56","여수","영해","좌초","운항부주의","양호","1","2","0","0","0","전남 고흥군 지죽대교 남동방 0.2마일 해상","34|26|52","127|19|04","예부선","14",,,,
"2014-12-05 10:37","포항","영해-EEZ","화재","기타","풍랑주의보","1","10","0","0","0","포항시 남구 장기면 양포 동방 16마일","35|49|00","129|51|00","어선","74",,,,
"2014-12-04 21:00","부산","항계내","조난","운항부주의","양호","1","2","0","0","0","부산 해운대구 청사포항 남방 150m 미역양식장 내","35|09|27","129|11|29","모터보트","3",,,,
"2014-12-04 14:47","포항","영해","기관손상","정비불량","양호","1","4","0","0","0","경주시 감포읍 감포 동방 11마일 해상","35|46|00","129|44|00","어선","7.93",,,,
"2014-12-04 09:19","통영","협수로","좌초","운항부주의","양호","1","1","0","0","0","통영시 용남면 연기마을 앞 해상(해간도 다리 밑)","34|52|14","128|28|03","어선","3.01",,,,
"2014-12-04 07:45","인천","영해","기관손상","정비불량","풍랑주의보","1","6","0","0","0","인천 옹진군 소연평도 남방 약 11마일","37|24|00","125|44|00","어선","9.77",,,,
"2014-12-04 07:00","서귀포","영해-EEZ","기관손상","정비불량","황천5급","1","4","0","0","0","제주도 제주시 우도 남동방 15해리","33|25|00","127|16|00","어선","9.77",,,,
"2014-12-03 17:25","여수","항계내","충돌","운항부주의","양호","2","5","0","0","0","전남 여수시 화태도 연륙교 부근 해상","34|35|0","127|44|00","어선","4.98","어선","9.77",,
"2014-12-03 14:00","목포","협수로","접촉","운항부주의","양호","1","5","0","0","0","전남 신안군 비금면 화도 동방 0.9해리","34|36|00","125|52|00","어선","9.77",,,,
"2014-12-03 09:38","목포","항계내","안전저해","관리소홀","황천5급","1","0","0","0","0","전남 영암군 삼호읍 대불부두~쌍용부두 사이 인근 해상","34|47|10","126|25|42","어선","5",,,,
"2014-12-03 07:56","목포","영해","기관손상","정비불량","양호","1","10","0","0","0","전남 신안군 흑산면 가거도 남동 20해리","33|48|00","125|23|00","어선","16",,,,
"2014-12-02 16:40","서귀포","공해","기관손상","운항부주의","풍랑주의보","1","10","0","0","0","서귀포 남방 195해리","30|08|00","125|31|00","어선","29",,,,
"2014-12-02 08:40","평택","협수로","침몰","기상악화","양호","1","0","0","0","0","충남 당진시 장고항 선착장 안전지대","37|02|11","126|33|27","어선","4.92",,,,
"2014-12-02 04:42","여수","항계내","화재","화기취급부주의","풍랑주의보","7","0","0","0","0","전남 고흥군 남양면 월정리 왕주마을 수문선착장","34|46|33","127|23|30","어선","1.46","어선","1.59","어선","0.83"
"2014-12-01 20:31","제주","항계내","침수","관리소홀","풍랑경보","1","0","0","0","0","제주시 삼양 1동 849번지","33|31|55","126|35|20","모터보트","1",,,,
"2014-12-01 16:10","목포","항계내","침수","관리소홀","풍랑주의보","1","0","0","0","0","전남 신안군 흑산면 예리항 유람선 선착장","34|41|10","125|26|40","어선","0.97",,,,
"2014-12-01 14:00","부산","외국해역","침몰","기상악화","풍랑경보","1","7","0","27","26","러시아 베링해역","62|07|00","176|27|00","어선","1753",,,,
"2014-12-01 13:10","목포","협수로","안전저해","기상악화","풍랑주의보","1","1","0","0","0","전남 진도군 임회면 서망항 북방파제 앞 해상","34|22|03","126|08|03","예부선","2300",,,,
"2014-12-01 12:37","여수","항계내","침수","기타","풍랑주의보","1","0","0","0","0","전남 고흥군 금산면 옥룡선착장","34|26|18","127|7|33","어선","2.05",,,,
"2014-12-01 12:30","인천","항계내","기관손상","정비불량","황천5급","1","3","0","0","0","인천항 검역묘지","37|12|48","126|33|10","예부선","133",,,,
"2014-12-01 07:30","목포","항계내","침수","관리소홀","황천4급","1","0","0","0","0","전남 신안군 흑산면 흑산경비안전센터 앞 안벽","34|41|01","125|26|30","어선","1.07",,,,
"2014-12-01 05:00","통영","협수로","침몰","기타","양호","1","0","0","0","1","삼천포 화력발전소 온수 배수로 부근","34|55|14","128|06|21","어선","1.46",,,,
"2014-11-30 18:00","제주","영해-EEZ","화재","화기취급부주의","풍랑주의보","1","9","0","0","0","차귀도 남서 56해리(32-39N, 125-21E)","32|39|00","125|21|00","어선","217",,,,
"2014-11-30 18:00","군산","영해","키손상","운항부주의","황천4급","1","6","0","0","0","전북 군산시 연도 남서방 5마일","36|02|00","126|21|00","어선","21",,,,
"2014-11-30 15:35","포항","항계내","침수","관리소홀","양호","1","0","0","0","0","경북 울진군 죽변면 죽변항내 수협 냉동창고 앞 물양장","37|03|19","129|25|30","어선","9.77",,,,
"2014-11-30 13:38","창원","항계내","조난","연료고갈","양호","1","6","0","0","0","경남 진해시 소고도 남방 0.1마일 해상","35|04|46","128|42|37","낚시어선","2.53",,,,
"2014-11-30 09:54","보령","항계내","화재","정비불량","양호","1","6","6","0","0","충남 보령시 오천면 외연도 남동방 0.1해리(36-13N, 126-05E)","36|13|00","126|05|00","낚시어선","7.93",,,,
"2014-11-30 08:20","포항","영해","인명사상","기타","양호","1","1","0","0","0","경북 포항 남구 장기면 두원리 동방 약 0.5마일 해상","35|52|52","129|32|23","어선","1.08",,,,
"2014-11-30 08:00","서귀포","외국해역","기관손상","정비불량","양호","1","10","0","0","0","서귀포 남방 300해리","28|26|00","125|04|00","어선","29",,,,
"2014-11-30 07:30","부산","항계내","기관손상","정비불량","양호","1","1","0","0","0","부산 청사포 앞 0.7마일 해상","35|08|56","129|11|52","어선","2.23",,,,
"2014-11-30 06:00","포항","영해","운항저해","연료고갈","양호","1","2","0","0","0","경북 영덕군 강구면 강구항 남동방 13마일 해상","36|10|00","129|41|00","어선","7.93",,,,
"2014-11-30 03:30","서귀포","공해","충돌","운항부주의","양호","1","9","0","0","0","서귀포 남방 248해리","29|05|00","125|00|00","어선","29",,,,
"2014-11-29 21:15","제주","영해","추진기손상","정비불량","양호","1","16","0","0","0","제주항 북동방 18해리(33-49.85N, 126-39.98E)","33|49|85","126|39|98","화물선","3564",,,,
"2014-11-29 15:22","부산","항계내","기관손상","정비불량","양호","1","4","0","0","0","부산시 수영구 광안대교 아래 해상(MP29)","35|08|58","129|07|56","모터보트","3",,,,
"2014-11-29 04:00","완도","영해","기관손상","정비불량","양호","1","11","0","0","0","전남 완도군 신지도 남서방 0.8해리 해상","33|19|13","126|49|39","어선","79",,,,
"2014-11-28 17:50","속초","영해","기타","운항부주의","양호","1","5","0","0","0","속초시 외옹치 동방 약 0.5마일 해상","38|10|48","128|37|08","예부선","149",,,,
"2014-11-28 14:47","목포","협수로","추진기손상","운항부주의","양호","1","2","0","0","0","전남 진도군 조도면 주도 서방 0.12해리","34|19|33","125|58|18","어선","8.55",,,,
